recno,id,xpos,ypos,RAJ2000,DEJ2000,SE,isoArea,FKsap,e_FKsap,apcorr,KsR,FKsapD,e_FKsapD,apcorrD,FKsD,e_FKsD,FKsauto,R50,amaj,bmin,Rad,FKsall,e_FKsall,w_FKsall,Fu,e_Fu,w_Fu,FB,e_FB,w_FB,FV,e_FV,w_FV,FR,e_FR,w_FR,Fi,e_Fi,w_Fi,Fz,e_Fz,w_Fz,FJ1,e_FJ1,w_FJ1,FJ2,e_FJ2,w_FJ2,FJ3,e_FJ3,w_FJ3,FHs,e_FHs,w_FHs,FHl,e_FHl,w_FHl,FKs,e_FKs,w_FKs,FJ,e_FJ,w_FJ,FH,e_FH,w_FH,FK,e_FK,w_FK,FKsHI,e_FKsHI,w_FKsHI,F125W,e_F125W,w_F125W,F140W,e_F140W,w_F140W,F160W,e_F160W,w_F160W,F606W,e_F606W,w_F606W,F814W,e_F814W,w_F814W,FY,e_FY,w_FY,F3.6,e_F3.6,w_F3.6,F4.5,e_F4.5,w_F4.5,F5.8,e_F5.8,w_F5.8,F8.0,e_F8.0,w_F8.0,wminOpt,wminHST1,wminfs,wminjhk,wminHST2,wminIRAC,wminAll,Star,Nghb,Use,SNR,zspec,Simbad,U,eU,V,eV,J,eJ,zpk,lssfr,lmass,field,mag_U,mag_V,mag_J,e_mag_U,e_mag_V,e_mag_J,GalaxyType
13672,13672,4912.103,3333.826,34.2237587,-5.1777501,0,89.0,1.51404,0.05666,1.114502,2.238464,1.62983,0.05729,1.771907,2.88791,0.10152,3.04092,2.809,2.836,2.278,7.625,3.38911,0.19407,1.3,0.0882466,0.07499,1.0,0.147671,0.01304,1.0,0.123201,0.01586,1.0,0.199357,0.02068,1.0,0.238561,0.02086,1.0,0.53287,0.05865,1.0,0.639351,0.18247,0.73,1.02419,0.15795,0.77,1.61827,0.19725,0.76,2.26972,0.30465,0.82,2.50698,0.32354,0.78,3.55865,0.56256,0.77,1.4626,0.16098,1.0,2.29454,0.32763,1.0,3.16394,0.19261,1.11,3.4043,0.29196,0.86,1.33058,0.10698,1.03,,,0.0,2.14774,0.10005,1.0,0.0446525,0.07963,0.99,0.2984,0.08297,1.0,0.832303,0.08621,0.77,8.63722,0.14493,0.93,11.98226,0.15495,1.08,7.81487,3.2717,1.0,12.80034,3.27302,1.0,1.0,0.0,0.99,1.3,0.77,1.0,1.3,0,0,1,28.44672,,b'Simbad',0.196519,0.0125262,0.637972,0.0796956,2.73636,0.167561,1.5646,-9.09,9.86,UDS_,26.76648863616986,25.487995954107518,23.907066916750722,29.755451646004197,27.746414138431607,26.93956764111027,2.0
14182,14182,2531.38,3438.536,34.3233681,-5.1734076,0,112.0,1.69672,0.05402,1.103297,2.460547,1.84922,0.05463,1.771907,3.27665,0.0968,3.78398,3.053,2.994,2.396,8.035,4.17485,0.19498,1.43,-0.10483,0.08277,1.0,0.0339318,0.01424,1.0,0.0940646,0.01739,1.0,0.346216,0.02268,1.0,0.677228,0.02279,1.0,1.50414,0.06365,1.0,2.11474,0.17463,0.95,2.45308,0.1505,1.0,2.18754,0.19279,0.96,2.95282,0.29844,0.99,2.97087,0.31364,0.94,4.05549,0.54354,1.01,2.78378,0.17849,1.0,2.76975,0.36259,1.0,4.34304,0.22633,0.98,4.00208,0.26968,1.18,2.55243,0.11767,1.01,2.74465,0.20494,1.06,3.17748,0.09013,1.48,0.203287,0.08911,0.97,0.87247,0.09195,1.0,1.61057,0.08375,0.98,5.24359,0.12456,1.07,3.70416,0.15238,0.97,2.50434,2.96361,1.0,3.26278,4.20867,1.0,1.0,0.94,0.97,1.43,0.98,1.0,1.43,0,0,1,33.8513,,b'Simbad',0.173353,0.011437,0.752113,0.0183354,1.76827,0.0130708,0.9998,-13.19,9.28,UDS_,26.902671595400097,25.30929226158721,24.381128552835946,29.854219697229034,29.341774027880227,29.709244576390475,0.0
14246,14246,4351.746,3486.703,34.2472038,-5.1713862,0,554.0,26.52155,0.05275,1.047642,2.418607,29.22733,0.05334,1.771907,51.78811,0.09451,61.22816,3.14,3.961,3.833,11.689,64.1452,0.28257,1.5,2.34927,0.08101,1.0,4.50323,0.01409,1.0,12.0437,0.0171,1.0,20.4156,0.0223,1.0,26.04,0.02252,1.0,32.00537,0.06305,1.0,40.94,0.15406,1.15,44.0661,0.13504,1.19,46.55792,0.1709,1.15,55.0495,0.27803,1.11,57.89802,0.28863,1.12,66.4358,0.46459,1.31,46.07265,0.17549,1.0,57.13089,0.35566,1.0,67.23236,0.20876,1.11,64.66946,0.26748,1.18,45.5693,0.11613,1.01,49.0237,0.20792,0.99,53.1241,0.10902,0.98,15.628,0.06928,1.54,28.47743,0.0709,1.59,37.2078,0.08389,0.95,32.5581,0.12927,1.08,25.80399,0.15247,1.01,12.6378,3.47215,1.0,25.60422,3.9497,1.0,1.0,0.95,1.54,1.5,0.95,1.0,1.5,0,0,1,547.9652,,b'Simbad',2.06685,0.214398,8.35294,0.480352,20.1366,0.434241,0.2896,-10.54,9.41,UDS_,24.211727602016833,22.695401595408647,21.740034642039312,26.67194817563165,25.79610099181063,25.90567293474011,0.0
14871,14871,443.994,3567.5,34.4107056,-5.1680393,3,72.0,1.53134,0.05998,1.136818,1.890007,1.10252,0.06065,1.771907,1.95356,0.10747,2.54592,3.295,2.455,2.191,6.958,2.89424,0.18789,1.16,-0.0892982,0.06366,1.0,0.00171349,0.01089,1.0,0.0632276,0.01343,1.0,0.183798,0.01726,1.0,0.534639,0.01748,1.0,1.17872,0.04915,1.0,1.83623,0.20662,0.41,2.18213,0.18666,0.4,2.23743,0.22811,0.41,3.37464,0.41181,0.31,2.09872,0.38806,0.37,2.37207,0.54484,0.61,1.97625,0.13555,1.0,2.32057,0.27279,1.0,2.98539,0.17992,0.9,2.86737,0.22824,0.95,2.24558,0.09084,0.99,2.29491,0.18378,0.78,2.65927,0.0823,1.04,0.257517,0.06803,0.99,0.77926,0.0822,0.74,1.5168,0.0693,0.8,4.18162,0.14306,1.02,3.26266,0.16342,0.98,5.95214,3.15905,1.0,11.04846,4.85616,1.0,1.0,0.31,0.74,1.16,0.8,1.0,1.16,0,0,1,18.17744,,b'Simbad',0.137916,0.011437,0.66241,0.0152493,1.23916,0.00544617,1.0364,,9.24,UDS_,27.15096336812409,25.44718279973654,24.767181535046863,29.854219697229034,29.541875229008518,30.65977201614345,0.0
15080,15080,1115.9,3663.137,34.3825951,-5.1640534,3,416.0,23.24417,0.05365,1.060797,2.462701,26.51472,0.05425,1.771907,46.98162,0.09613,53.96269,3.054,3.988,3.037,10.44,57.24346,0.25348,1.46,0.468931,0.08344,1.0,1.08862,0.01418,1.0,2.85967,0.01742,1.0,7.59999,0.02247,1.0,11.4111,0.02282,1.0,16.80137,0.06394,1.0,23.1086,0.15966,1.13,26.0191,0.13911,1.15,30.22342,0.17784,1.11,44.4131,0.28566,1.07,47.46219,0.29502,1.07,59.8156,0.49063,1.27,29.34518,0.17926,1.0,46.23004,0.36163,1.0,60.44431,0.24166,0.87,57.53514,0.2526,1.33,28.3582,0.1681,0.5,,,0.0,40.084,0.15367,0.52,4.9289,0.07621,1.37,12.69465,0.09292,0.99,21.2373,0.07989,1.05,46.4047,0.15314,1.04,37.45964,0.16427,1.06,31.441,3.33026,1.0,39.31458,4.46776,1.0,1.0,0.0,0.99,1.46,0.87,1.0,1.45,0,0,1,488.7528,,b'Simbad',0.881971,0.0640833,4.63444,0.110194,18.9518,0.263776,0.4694,-9.91,9.83,UDS_,25.136364236566802,23.335006840208116,21.80587383852173,27.983137830367884,27.394605129813836,26.44691180459098,2.0
15305,15305,1663.401,3695.212,34.3596878,-5.1627159,3,264.0,6.3991,0.05346,1.060735,2.583316,7.12868,0.05406,1.771907,12.63136,0.0958,15.58437,3.277,3.997,3.033,10.445,16.53089,0.25274,1.47,0.185292,0.08752,1.0,0.21492,0.01484,1.0,0.467812,0.0183,1.0,0.946152,0.02364,1.0,1.74153,0.02395,1.0,3.2557,0.06683,1.0,5.02575,0.17135,1.08,6.1163,0.14847,1.12,7.12561,0.18996,1.07,10.8766,0.30204,1.05,11.95544,0.31316,1.03,17.5178,0.51558,1.25,6.82686,0.18805,1.0,11.60973,0.37935,1.0,17.4352,0.24868,0.91,16.4468,0.26426,1.35,7.15793,0.17974,0.48,8.85643,0.22363,1.0,10.2814,0.16366,0.5,0.624918,0.07132,1.73,2.14376,0.07442,1.7,4.71559,0.08221,1.1,26.2925,0.16256,0.89,21.70374,0.17846,0.98,27.0402,3.57148,1.0,15.56652,4.78097,1.0,1.0,0.48,1.7,1.47,0.91,1.0,1.46,0,0,1,131.8572,,b'Simbad',0.446644,0.039757,1.91964,0.0916772,7.28876,0.154671,0.9777,-11.17,9.84,UDS_,25.875096239346306,24.29195052286711,22.843365874322775,28.501465985523406,27.59434664843078,27.026477766504755,2.0
15631,15631,3822.025,3734.582,34.269371,-5.1610622,0,55.0,0.8835,0.05275,1.167448,2.208315,1.02034,0.05334,1.771907,1.80794,0.09451,1.67121,2.549,2.173,2.018,6.282,1.95105,0.15024,1.5,0.814818,0.0741,1.0,0.749782,0.01284,1.0,0.79229,0.0156,1.0,0.883139,0.02029,1.0,1.36331,0.0206,1.0,1.82566,0.05732,1.0,1.71912,0.14116,1.16,1.72918,0.12355,1.18,1.89946,0.15669,1.14,2.39178,0.25456,1.1,1.84033,0.2639,1.12,1.76887,0.42818,1.31,2.05922,0.16112,1.0,1.76836,0.3252,1.0,2.30372,0.19525,1.06,1.6951,0.23966,1.18,1.82669,0.10762,0.97,1.80473,0.18003,1.1,1.89726,0.09711,1.02,0.724687,0.07737,1.03,1.58072,0.07967,1.05,1.56618,0.07369,1.01,2.02687,0.13265,0.95,1.50737,0.14352,1.13,7.63617,2.97884,1.0,3.72126,3.45259,1.0,1.0,0.97,1.03,1.5,1.0,1.0,1.5,0,0,1,19.12965,,b'Simbad',0.403035,0.0181539,0.631632,0.00508309,0.822198,0.0112554,0.909,-9.03,8.64,UDS_,25.986643094034065,25.498839689252073,25.21255895994372,29.352575152942606,30.73468050178232,29.871597665540065,1.0
16445,16445,3194.433,3948.782,34.2956314,-5.1521416,3,373.0,14.59974,0.05402,1.054551,2.599128,14.01457,0.05463,1.771907,24.83252,0.0968,35.98364,3.635,4.183,3.205,10.984,37.94659,0.2705,1.43,0.434832,0.08697,1.0,0.875903,0.0151,1.0,1.93394,0.01836,1.0,3.22201,0.02388,1.0,6.21244,0.02423,1.0,9.18703,0.06748,1.0,13.1571,0.17282,1.09,15.991,0.14986,1.12,17.83182,0.18955,1.09,23.3738,0.30693,1.05,27.03448,0.31914,1.05,37.8336,0.53136,1.19,18.1456,0.1892,1.0,25.25024,0.38349,1.0,39.34784,0.234,1.02,36.49228,0.28204,1.18,17.0821,0.12213,1.03,19.2104,0.21383,1.08,22.4057,0.11157,1.06,2.43827,0.07573,1.48,6.93245,0.07764,1.55,11.8385,0.08586,1.03,39.437,0.14146,1.01,28.20609,0.15318,1.1,29.7276,2.95559,1.0,15.10979,4.19591,1.0,1.0,1.0,1.48,1.43,1.0,1.0,1.43,0,0,1,256.5465,,b'Simbad',0.917124,0.0749756,3.55848,0.160481,13.0483,0.380143,0.6978,-11.17,9.74,UDS_,25.093929853641143,23.621838676822545,22.21111516692765,27.812700125169954,26.986440945275607,26.05013250563913,2.0
16748,16748,1744.483,3979.084,34.3562965,-5.1508865,0,64.0,1.52963,0.05257,1.163488,2.080081,1.94233,0.05316,1.771907,3.44163,0.0942,2.73467,2.102,2.256,1.992,6.36,3.18176,0.15143,1.51,-0.00180361,0.07045,1.0,0.0868504,0.01196,1.0,0.152295,0.01473,1.0,0.271207,0.01904,1.0,0.476859,0.01932,1.0,0.92057,0.05397,1.0,1.35768,0.13546,1.12,1.66714,0.11766,1.16,1.9609,0.14908,1.12,2.84145,0.23919,1.09,2.5728,0.24586,1.09,3.4974,0.40975,1.28,1.82323,0.1512,1.0,2.50661,0.30576,1.0,3.12647,0.20125,0.9,3.14857,0.21273,1.35,1.93133,0.08463,1.4,2.053,0.17413,1.05,2.25264,0.07993,1.35,0.221947,0.07633,0.98,0.55683,0.07756,1.01,1.27134,0.06559,1.11,4.45745,0.11713,0.95,3.12586,0.13277,1.18,-4.8176,3.21143,1.0,-205.9281,-205.9281,,1.0,0.9,0.98,1.51,0.9,0.0,1.51,0,0,1,36.53671,,b'Simbad',0.144502,0.0136154,0.55316,0.0216031,1.25885,0.0188801,1.0456,-10.54,9.31,UDS_,27.100315354881857,25.64287308011684,24.750065039411247,29.6649239880427,29.163709810051756,29.30998927438868,0.0
16910,16910,948.146,4062.39,34.3896141,-5.1474166,2,409.0,21.86906,0.0531,1.058644,2.404117,23.49366,0.0537,1.771907,41.62859,0.09515,49.66335,3.127,4.063,3.084,10.619,52.57579,0.25639,1.48,1.09742,0.08138,1.0,1.58848,0.01389,1.0,2.79422,0.01698,1.0,6.05157,0.02191,1.0,9.9442,0.02232,1.0,14.07572,0.06273,1.0,21.6965,0.15548,1.14,23.7155,0.13421,1.18,25.78603,0.17247,1.13,37.5081,0.2784,1.09,42.53305,0.28414,1.11,52.0298,0.47175,1.31,25.40003,0.17426,1.0,40.50117,0.35404,1.0,53.46667,0.24069,0.83,51.7294,0.24899,1.31,24.5208,0.11897,0.95,,,0.0,34.0512,0.09549,1.28,4.24817,0.0889,0.95,10.915,0.09773,0.85,17.6776,0.07662,1.07,50.9933,0.13484,0.92,35.17842,0.15085,0.97,40.1109,3.41123,1.0,15.31468,4.38077,1.0,1.0,0.0,0.85,1.48,0.83,1.0,1.48,0,0,1,437.5219,,b'Simbad',1.35331,0.14033,4.86739,0.280296,17.7599,0.288829,0.6187,-9.2,9.99,UDS_,24.671506772607287,23.281759636208484,21.876398709790287,27.132123686974822,26.380957749626425,26.348398008472117,2.0
17083,17083,3677.233,4096.931,34.2754326,-5.1459646,0,462.0,30.65127,0.05666,1.060664,2.321107,33.4013,0.05729,1.771907,59.184,0.10152,67.0758,3.02,3.832,3.167,10.451,71.14488,0.26891,1.3,1.92414,0.07775,1.0,4.32453,0.01348,1.0,12.8799,0.01642,1.0,20.5764,0.02134,1.0,28.0871,0.02172,1.0,35.72951,0.06033,1.0,45.5034,0.15218,1.12,49.5629,0.13245,1.15,54.36868,0.1668,1.11,64.6317,0.27108,1.08,66.97742,0.28496,1.07,74.6748,0.46146,1.25,53.78112,0.16957,1.0,67.21702,0.34181,1.0,74.76372,0.20619,1.05,71.02875,0.28775,0.91,51.5627,0.10959,1.03,56.0542,0.19138,1.07,61.3142,0.09913,1.07,15.934,0.07225,1.3,30.04826,0.07301,1.39,41.0836,0.08657,0.81,34.3327,0.13245,0.98,26.75199,0.14159,1.11,18.6206,3.2568,1.0,15.4068,3.97457,1.0,1.0,0.81,1.3,1.3,0.81,1.0,1.3,0,0,1,582.9795,,b'Simbad',1.62551,0.240358,7.9411,0.442592,22.5303,0.584011,0.2352,-12.28,9.27,UDS_,24.472525886041815,22.750298337496037,21.61808256358022,26.547853545934913,25.88499110089343,25.583947431900892,0.0
17809,17809,3079.31,4222.085,34.3004494,-5.1407537,3,118.0,2.11532,0.05922,1.086948,2.148131,2.09042,0.06014,1.771907,3.70403,0.10656,4.18051,3.009,3.1,2.752,8.762,4.54399,0.23348,1.19,0.0625535,0.07174,1.0,0.0943374,0.01249,1.0,0.153205,0.01521,1.0,0.206001,0.01976,1.0,0.320546,0.02008,1.0,0.62566,0.05593,1.0,1.08051,0.14821,1.02,1.72701,0.12741,1.07,1.98094,0.16191,1.02,2.99649,0.26185,0.99,3.51537,0.27108,1.0,3.84986,0.44751,1.15,2.10687,0.15628,1.0,3.49436,0.31707,1.0,4.7089,0.19545,1.0,4.43381,0.31122,0.69,2.00414,0.10076,1.04,2.56971,0.18625,0.98,3.1107,0.09191,1.07,0.0638873,0.07684,0.98,0.37776,0.08037,0.99,0.893185,0.08974,0.65,10.1863,0.13777,0.97,12.89184,0.15206,1.02,15.9892,3.27366,1.0,4.11395,4.50507,1.0,1.0,0.65,0.98,1.19,0.65,1.0,1.19,0,0,1,34.76101,,b'Simbad',0.319574,0.0243262,1.09899,0.0413909,3.60674,0.0860495,1.8144,-11.36,9.98,UDS_,26.238571403462792,24.897515648296547,23.607212909130013,29.03481431747185,28.457737825591224,27.663129122111297,2.0
17879,17879,1192.1,4223.547,34.379406,-5.1407013,0,35.0,0.57064,0.05998,1.236805,2.192672,0.65976,0.06065,1.771907,1.16903,0.10747,1.01166,2.392,2.036,1.526,5.288,1.25123,0.1474,1.16,0.308254,0.07442,1.0,0.396449,0.01267,1.0,0.408808,0.01549,1.0,0.462037,0.02003,1.0,0.475151,0.02043,1.0,0.72681,0.05721,1.0,1.03249,0.14203,1.14,1.06819,0.12152,1.2,1.35409,0.15546,1.15,1.30262,0.25356,1.1,1.16538,0.26196,1.09,1.04094,0.43147,1.3,1.67034,0.15949,1.0,1.4408,0.324,1.0,1.00675,0.22435,0.8,1.18214,0.2903,0.81,1.19853,0.10638,0.99,1.21002,0.18216,1.08,1.2215,0.09678,1.03,0.336017,0.08144,0.95,0.44151,0.08841,0.86,0.866493,0.08777,0.69,1.2101,0.14071,1.0,1.55602,0.15868,1.02,-6.2374,3.58956,1.0,-1.16208,4.29281,1.0,1.0,0.69,0.86,1.16,0.69,1.0,1.16,0,0,1,10.87758,,b'Simbad',0.257906,0.00998465,0.429296,0.00472001,0.427644,0.00689848,1.4882,-9.36,8.86,UDS_,26.471346385479308,25.918107895188665,25.92229404225195,30.001667885504173,30.815142703128647,30.40311647617602,1.0
18840,18840,2543.593,4511.196,34.3228645,-5.1287098,0,273.0,10.71277,0.07362,1.069458,2.438762,11.01846,0.07445,1.771907,19.52369,0.13191,24.4291,3.257,3.541,3.007,9.789,26.12589,0.32589,0.77,0.132041,0.08167,1.0,0.342228,0.01418,1.0,0.994264,0.01732,1.0,2.48619,0.0225,1.0,4.90771,0.02278,1.0,7.42573,0.06375,1.0,11.7234,0.17012,0.99,13.128,0.14829,1.03,14.8834,0.18679,0.99,21.122,0.29193,1.02,24.00611,0.31116,0.97,29.2553,0.54121,1.02,14.35051,0.17673,1.0,22.36664,0.35978,1.0,28.64779,0.22849,0.95,,,0.0,13.7506,0.11884,0.97,,,0.0,18.9176,0.10849,1.02,1.61139,0.08789,0.98,5.67377,0.09023,1.01,,,0.0,25.0863,0.13356,1.2,16.49268,0.1503,1.08,16.1953,2.87893,1.0,9.64991,4.14127,1.0,1.0,0.0,0.98,0.77,0.0,1.0,0.77,0,0,1,148.0078,,b'Simbad',0.493815,0.062631,2.59694,0.167742,9.96504,0.114188,0.6193,-10.72,9.94,UDS_,25.766089305459957,23.963845210610927,22.503802384218968,28.00802663516415,26.938395457907916,27.355948834087357,2.0
18896,18896,629.3,4518.812,34.4029541,-5.1283979,0,124.0,2.56236,0.07667,1.099288,2.318981,2.56111,0.07753,1.771907,4.53805,0.13737,5.40537,3.137,2.923,2.554,8.197,5.94206,0.28233,0.71,0.830585,0.0784,1.0,1.01946,0.01352,1.0,1.57955,0.01639,1.0,2.73361,0.0213,1.0,3.32001,0.02155,1.0,3.93929,0.06044,1.0,4.62021,0.16399,0.98,4.77129,0.14793,0.95,4.81176,0.18578,0.93,6.16673,0.30736,0.86,5.85284,0.30324,0.92,6.41026,0.49756,1.11,5.16609,0.16627,1.0,5.59147,0.34041,1.0,6.16008,0.23167,0.83,,,0.0,4.73014,0.11095,1.0,,,0.0,5.47421,0.10369,0.98,2.12278,0.11523,0.51,3.43719,0.14112,0.38,,,0.0,3.98719,0.12336,1.18,2.97463,0.14047,1.1,-1.98771,3.07722,1.0,13.12778,3.2798,1.0,1.0,0.0,0.38,0.71,0.0,1.0,0.71,0,0,1,33.03513,,b'Simbad',0.55132,0.0412094,1.25431,0.032677,2.20191,0.0143416,0.4935,-9.4,8.73,UDS_,25.646490631299155,24.7539877882467,24.14300109045672,28.46250927165905,28.71439455471038,29.608505986313425,1.0
19389,19389,2001.409,4780.725,34.3455505,-5.1174812,0,53.0,0.9425,0.07459,1.172463,2.19136,0.97033,0.07543,1.771907,1.71934,0.13366,1.76156,2.781,2.213,1.924,6.19,2.06536,0.20967,0.75,1.1677,0.0742,1.0,1.10478,0.01272,1.0,1.03973,0.01557,1.0,1.04845,0.02022,1.0,1.14686,0.02047,1.0,1.63732,0.05733,1.0,2.05413,0.13913,1.2,2.56231,0.12394,1.21,1.62343,0.1551,1.17,2.39756,0.24664,1.16,1.98057,0.25484,1.16,1.77445,0.42487,1.35,1.64531,0.15875,1.0,1.61658,0.32224,1.0,1.97234,0.22065,0.83,,,0.0,,,0.0,,,0.0,,,0.0,1.16083,0.10945,0.52,1.29171,0.10942,0.55,,,0.0,2.20745,0.13156,1.12,2.35701,0.15733,1.02,-0.918105,2.48527,1.0,-4.79939,4.14236,1.0,1.0,0.0,0.52,0.75,0.0,1.0,0.75,0,0,1,12.86379,,b'Simbad',0.52158,0.00671694,0.787484,0.0310432,0.763324,0.00181539,1.27,-8.84,8.84,UDS_,25.706697674977946,25.259395653472257,25.293227706407773,30.432071327699486,28.770083792736393,31.852575152942606,1.0
21177,21177,4185.698,4686.75,34.2541656,-5.1213822,0,156.0,3.89326,0.06848,1.088732,2.237494,3.768,0.06924,1.771907,6.67654,0.1227,8.00118,3.153,2.958,2.827,8.675,8.71114,0.26721,0.89,1.47016,0.07534,1.0,1.71134,0.01299,1.0,3.0157,0.01584,1.0,4.63883,0.02071,1.0,5.2793,0.02105,1.0,6.0643,0.05854,1.0,6.66154,0.14859,1.09,7.25313,0.13133,1.11,7.29103,0.16358,1.09,8.30905,0.26756,1.06,8.60614,0.2796,1.04,8.7471,0.44958,1.25,7.38089,0.1634,1.0,8.28381,0.3289,1.0,8.97668,0.19852,1.06,,,0.0,,,0.0,,,0.0,,,0.0,3.93925,0.10868,0.54,5.79714,0.11348,0.53,,,0.0,5.37949,0.11355,1.14,3.9919,0.1472,0.99,1.54912,3.15752,1.0,-13.73267,4.60812,1.0,1.0,0.0,0.53,0.89,0.0,1.0,0.89,0,0,1,54.41563,,b'Simbad',0.918758,0.0404832,1.94095,0.0183354,3.15651,0.0266862,0.439,-9.46,8.77,UDS_,25.091997165780995,24.27996413036447,23.751982076163173,28.48181291486392,29.341774027880227,28.934283158686423,1.0
21484,21484,562.366,5060.25,34.4057541,-5.1058364,3,1588.0,257.2216,0.08204,1.024315,2.869005,207.2343,0.08296,1.771907,367.2,0.147,720.4523,4.494,5.794,4.502,15.322,737.9702,0.59326,0.62,34.2777,0.09697,1.0,52.1743,0.01672,1.0,110.325,0.02039,1.0,155.103,0.02648,1.0,214.379,0.02658,1.0,262.61743,0.07421,1.0,337.542,0.32365,0.39,391.433,0.28523,0.41,464.57837,0.35204,0.4,588.817,0.68051,0.27,640.98895,0.66403,0.29,729.515,1.14865,0.32,456.66425,0.20445,1.0,625.17293,0.41669,1.0,755.70068,0.28118,0.87,,,0.0,,,0.0,,,0.0,,,0.0,124.128,0.14342,0.49,231.90241,0.1745,0.38,,,0.0,446.03,0.15751,1.01,505.01607,0.18851,0.93,388.452,3.72997,1.0,2470.14186,5.03003,1.0,1.0,0.0,0.38,0.62,0.0,1.0,0.62,0,0,1,2497.904,,b'Simbad',17.8015,1.66635,57.4204,2.54481,203.837,5.5246,0.2067,-8.82,9.97,UDS_,21.873858503458663,20.602334466154524,19.226792452721078,24.445584435438036,23.985861593270783,23.1442479022888,2.0
21628,21628,1703.629,4976.556,34.3580093,-5.1093221,0,23.0,0.50729,0.08139,1.396036,1.890369,0.55138,0.0823,1.771907,0.977,0.14583,0.68692,1.977,1.499,1.26,4.123,0.95896,0.16783,0.63,0.317553,0.06437,1.0,0.313266,0.01096,1.0,0.324507,0.01341,1.0,0.355926,0.01741,1.0,0.419137,0.01764,1.0,0.79544,0.04934,1.0,0.809424,0.14736,0.81,1.53245,0.12841,0.85,1.25839,0.16109,0.82,1.94613,0.27482,0.71,0.82639,0.27838,0.72,1.30974,0.49287,0.75,0.68069,0.13686,1.0,0.87082,0.27703,1.0,1.05263,0.19647,0.78,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.743385,0.12595,1.04,0.89555,0.15853,1.05,-3.06376,3.10186,1.0,0.73079,4.86547,1.0,1.0,0.0,0.0,0.63,0.0,1.0,0.63,0,0,1,6.699472,,b'Simbad',0.244775,0.00726156,0.430611,0.00980311,0.30966,0.00562771,1.2933,-11.36,8.58,UDS_,26.528082351901208,25.914787200689812,26.272787226366013,30.3474251746227,30.021590310368047,30.624170725430083,1.0
