recno,id,xpos,ypos,RAJ2000,DEJ2000,SE,IsoArea,FKsap,e_FKsap,apcorr,KsR,FKsapD,e_FKsapD,apcorrD,FKsD,e_FKsD,FKsauto,R50,amaj,bmin,Rad,FKsall,e_FKsall,w_FKsall,FB,e_FB,w_FB,Fg,e_Fg,w_Fg,Fi,e_Fi,w_Fi,IA427,e_IA427,w_IA427,IA484,e_IA484,w_IA484,IA505,e_IA505,w_IA505,IA527,e_IA527,w_IA527,IA624,e_IA624,w_IA624,IA709,e_IA709,w_IA709,IA738,e_IA738,w_IA738,Fr,e_Fr,w_Fr,Fu,e_Fu,w_Fu,FV,e_FV,w_FV,FRp,e_FRp,w_FRp,Fz,e_Fz,w_Fz,FZp,e_FZp,w_FZp,FHl,e_FHl,w_FHl,FHs,e_FHs,w_FHs,FJ1,e_FJ1,w_FJ1,FJ2,e_FJ2,w_FJ2,FJ3,e_FJ3,w_FJ3,FKs,e_FKs,w_FKs,NB118,e_NB118,w_NB118,NB209,e_NB209,w_NB209,F125W,e_F125W,w_F125W,F140W,e_F140W,w_F140W,F160W,e_F160W,w_F160W,F606W,e_F606W,w_F606W,F814W,e_F814W,w_F814W,FJvista,e_FJvista,w_FJvista,FHvista,e_FHvista,w_FHvista,FKsvista,e_FKsvista,w_FKsvista,FYvista,e_FYvista,w_FYvista,F3.6,e_F3.6,w_F3.6,F4.5,e_F4.5,w_F4.5,F5.8,e_F5.8,w_F5.8,F8.0,e_F8.0,w_F8.0,wminOpt,wminHST1,wminfs,wminjhk,wminHST2,wminIRAC,wminall,Star,Nghb,Use,SNR,zspec,Simbad,U,eU,V,eV,J,eJ,zpk,lssfr,lmass,field,mag_U,mag_V,mag_J,e_mag_U,e_mag_V,e_mag_J,GalaxyType
3835,3835,4068.46,1071.345,150.0767517,2.2173433,2,213.0,4.79948,0.07987,1.099651,2.916484,4.71371,0.07532,1.646582,7.7615,0.12402,12.72913,3.814,4.53,2.597,7.992,13.99761,0.27898,1.15,0.850727,0.03173,1.0,0.96973,0.04391,1.0,1.89347,0.05217,1.0,0.574276,0.12553,1.0,0.88473,0.10858,1.0,0.865847,0.12747,1.0,0.963236,0.10197,1.0,1.26827,0.10656,1.0,1.62918,0.13131,1.0,1.66978,0.15711,1.0,1.35172,0.04561,1.0,0.936072,0.06388,1.0,0.99932,0.05541,1.0,1.33221,0.05034,1.0,3.60382,0.15229,1.0,3.68468,0.18502,1.0,9.31801,0.36689,1.15,8.54406,0.34692,1.14,4.84857,0.15423,1.25,5.45312,0.14531,1.21,6.16441,0.21675,1.21,13.47209,0.32454,1.23,5.2379,0.4309,1.04,12.0542,0.88963,1.06,6.0127,0.08901,3.08,6.93585,0.29001,0.99,8.70709,0.10507,1.93,0.96417,0.09954,1.01,2.28461,0.10828,1.03,6.28394,0.22981,0.98,9.32484,0.33998,0.97,13.97498,0.29764,0.98,4.89531,0.15244,0.98,23.909,0.2057,0.78,23.2034,0.19561,1.03,10.84761,4.91431,1.1,28.30055,6.34819,1.0,1.0,0.97,1.01,1.15,0.97,1.06,1.15,0,0,1,62.58298,,b'Simbad',0.769584,0.0437509,2.0924,0.0442955,6.50959,0.117093,1.1957,-8.77,9.93,COSMOS_,25.28435992513852,24.198388221611506,22.96611591043242,28.397532521689115,28.384100979275036,27.32867266736267,2.0
3844,3844,1776.282,1083.901,150.1723328,2.2178552,0,94.0,1.78005,0.08242,1.168328,2.215789,1.99969,0.07772,1.646582,3.29266,0.12798,3.37595,2.586,2.623,2.373,5.813,3.94422,0.20615,1.08,0.056931,0.02418,1.0,0.0518979,0.0331,1.0,0.582142,0.03936,1.0,0.0839142,0.09528,1.0,-0.0688102,0.08197,1.0,-0.00725464,0.09687,1.0,0.0896193,0.07777,1.0,0.190639,0.08076,1.0,0.275471,0.1001,1.0,0.0769,0.11938,1.0,0.17453,0.0345,1.0,-0.0390642,0.04865,1.0,0.08586,0.04226,1.0,0.21953,0.03856,1.0,0.979636,0.11525,1.0,0.96893,0.14194,1.0,2.82729,0.26885,1.24,2.9498,0.25281,1.23,1.30949,0.11793,1.26,1.86901,0.10943,1.22,2.00318,0.1626,1.23,3.84176,0.24951,1.19,1.57274,0.30477,1.2,3.52349,0.64061,1.18,1.90106,0.11621,1.03,2.40245,0.20024,1.2,2.67035,0.11041,1.01,0.03887,0.06105,1.57,0.5397,0.06824,1.5,1.87381,0.17032,1.02,2.97174,0.25285,1.02,3.78691,0.21995,1.02,1.42824,0.11311,1.03,5.40596,0.14338,1.24,3.73552,0.16414,1.08,-0.68123,4.13639,1.13,-9.95718,5.55098,1.01,1.0,1.0,1.5,1.08,1.02,1.08,1.08,0,0,1,25.72883,,b'Simbad',0.0995241,0.0128893,0.549468,0.0348555,1.57805,0.0136154,0.9689,-10.9,9.38,COSMOS_,27.505179352666644,25.650143987528402,24.504698101073657,29.7244266698423,28.64432170738801,29.6649239880427,0.0
3851,3851,3485.986,1100.294,150.1010437,2.2185471,3,19.0,0.3881,0.08022,1.368564,1.948694,0.45715,0.07532,1.646582,0.75273,0.12402,0.55261,1.959,1.483,1.07,3.905,0.75629,0.14355,1.14,0.192888,0.02132,1.0,0.252908,0.02926,1.0,0.271352,0.03481,1.0,0.20688,0.0841,1.0,0.247036,0.07234,1.0,0.144672,0.08505,1.0,0.170001,0.06812,1.0,0.0221771,0.07126,1.0,0.184445,0.08771,1.0,0.05192,0.10521,1.0,0.21388,0.03043,1.0,0.189605,0.04274,1.0,0.20092,0.03695,1.0,0.21034,0.03368,1.0,0.16543,0.1015,1.0,0.17168,0.12372,1.0,0.58702,0.24092,1.2,0.42065,0.22849,1.19,0.35156,0.10235,1.27,0.375046,0.09594,1.24,0.48872,0.14243,1.24,0.56696,0.21375,1.26,0.21607,0.27744,1.12,-0.189717,0.58088,1.11,0.454179,0.10231,1.02,,,0.0,0.62418,0.09688,1.01,0.23289,0.06064,1.23,0.30056,0.06387,1.33,0.4699,0.15307,0.99,0.4656,0.22536,0.99,0.91835,0.19788,0.99,0.20136,0.10145,0.99,0.504921,0.16513,1.25,0.45212,0.19133,1.12,0.14628,5.3359,1.03,0.2179,6.8538,1.05,1.0,0.0,1.23,1.14,0.99,0.99,1.14,0,0,1,6.069485,,b'Simbad',0.12119,0.01416,0.21202,0.016157,0.179426,0.00490155,1.8514,-9.03,8.74,COSMOS_,27.291333036315283,26.68405792456548,26.86528656155796,29.622341866615624,29.47909818755405,30.774166407071178,1.0
3852,3852,5042.634,1088.188,150.0361328,2.2180481,3,67.0,2.15953,0.11766,1.204204,1.825698,2.00726,0.11095,1.646582,3.30511,0.18268,3.27407,2.533,2.387,1.962,5.237,3.94265,0.26652,0.53,0.226765,0.0201,1.0,0.260728,0.02724,1.0,0.503599,0.03238,1.0,0.328224,0.0781,1.0,0.293267,0.06726,1.0,0.186478,0.08014,1.0,0.201091,0.06423,1.0,0.288242,0.06716,1.0,0.425175,0.08304,1.0,0.41499,0.09902,1.0,0.34979,0.02837,1.0,0.182438,0.0399,1.0,0.22961,0.03467,1.0,0.30689,0.03186,1.0,0.572855,0.09411,1.0,0.69415,0.11585,1.0,2.14198,0.61592,0.17,3.50596,0.537,0.19,1.0738,0.14372,0.57,1.81221,0.14456,0.48,2.01592,0.23082,0.41,3.82431,0.30965,0.54,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.94264,0.16996,0.71,3.06896,0.24285,0.73,4.06059,0.27007,0.47,0.73022,0.12919,0.54,10.5587,0.30665,0.27,10.711,0.27454,0.44,7.2622,4.54137,1.11,1.65775,6.59437,0.8,1.0,0.0,0.0,0.53,0.47,1.06,0.53,0,0,1,18.09198,,b'Simbad',0.392346,0.0341293,1.07134,0.0960341,3.83479,0.0477448,1.885,-8.66,9.89,COSMOS_,26.01582692675108,24.925181699459362,23.54064603452762,28.66718154778091,27.543936323332407,28.30268480388025,2.0
3936,3936,484.224,1094.489,150.2262115,2.2182872,3,147.0,5.63907,0.09957,1.138315,2.189301,6.02818,0.09389,1.646582,9.92589,0.1546,10.84551,2.765,3.112,2.512,6.515,12.34561,0.27945,0.74,0.173563,0.02402,1.0,0.290481,0.03268,1.0,1.85175,0.03892,1.0,0.361787,0.09424,1.0,0.322685,0.08061,1.0,0.631493,0.0956,1.0,0.276149,0.07739,1.0,0.771761,0.07983,1.0,1.14508,0.09925,1.0,1.48909,0.11694,1.0,0.70431,0.03415,1.0,0.207576,0.04823,1.0,0.45804,0.04163,1.0,0.71053,0.03811,1.0,3.05918,0.11374,1.0,3.30384,0.14067,1.0,8.92105,0.32114,0.87,7.91066,0.31235,0.8,4.56021,0.18883,0.47,5.40794,0.28379,0.18,6.06033,0.23193,0.6,12.45765,0.36792,0.54,6.6607,1.34669,0.06,10.588,0.68078,1.02,,,0.0,,,0.0,,,0.0,0.62145,0.10494,0.51,1.98122,0.11615,0.5,5.8286,0.1787,0.91,8.48457,0.25208,0.99,11.9547,0.25154,0.77,3.89719,0.12366,0.84,16.4742,0.17845,0.67,12.2496,0.30297,0.25,1.79952,4.56928,0.97,2.86107,5.45476,1.01,1.0,0.0,0.5,0.74,0.77,0.93,0.74,0,0,1,64.20177,,b'Simbad',0.343781,0.0172462,1.55115,0.0508309,5.09787,0.032677,0.9066,-10.1,9.77,COSMOS_,26.159295323653943,24.52336550704177,23.231528109006085,29.408266454495926,28.23468050178232,28.71439455471038,2.0
4164,4164,1643.787,1150.135,150.1778564,2.220614,0,183.0,4.6501,0.08204,1.11581,2.666035,4.55895,0.07736,1.646582,7.50669,0.12739,11.11061,3.455,3.93,2.471,7.261,12.39733,0.25818,1.09,0.450331,0.02914,1.0,0.512895,0.0398,1.0,1.55496,0.04735,1.0,0.420358,0.11483,1.0,0.327594,0.09867,1.0,0.480809,0.11646,1.0,0.402824,0.09375,1.0,0.958146,0.09711,1.0,1.03743,0.12035,1.0,0.98529,0.14383,1.0,0.89318,0.04149,1.0,0.531146,0.05845,1.0,0.62256,0.05083,1.0,0.76654,0.04642,1.0,2.58266,0.13871,1.0,2.53782,0.17083,1.0,7.82329,0.32231,1.25,7.39824,0.3059,1.22,3.78718,0.14177,1.26,4.31894,0.13089,1.23,5.32212,0.19441,1.24,11.85892,0.29276,1.25,4.78625,0.3667,1.2,9.94798,0.77739,1.16,4.88621,0.1393,1.04,6.28613,0.23812,1.22,7.13324,0.15313,0.76,0.67787,0.06443,2.04,1.80345,0.07194,1.95,5.13955,0.20513,1.02,7.67191,0.30424,1.02,12.05251,0.26462,1.02,4.09341,0.13615,1.03,22.3473,0.16236,1.18,20.8963,0.18134,1.01,20.25469,4.81501,1.05,20.92028,5.76527,1.07,1.0,0.76,1.95,1.09,1.02,1.0,1.09,0,0,1,58.92822,,b'Simbad',0.49554,0.0335847,1.58863,0.0658987,5.61242,0.116911,1.0915,-8.9,9.86,COSMOS_,25.76230320875841,24.49744310101788,23.12712459105448,28.68464631685944,27.952807881891125,27.330361561818414,2.0
4408,4408,3079.944,1219.601,150.117981,2.2235162,3,53.0,1.00744,0.0813,1.108848,2.316381,0.85711,0.07666,1.646582,1.4113,0.12623,2.10455,3.5,2.584,1.991,7.553,2.33362,0.26699,1.11,0.102922,0.02537,1.0,0.0544573,0.03474,1.0,0.324086,0.0414,1.0,0.102134,0.09967,1.0,0.104428,0.08591,1.0,0.0379679,0.10122,1.0,0.0958002,0.08097,1.0,0.230202,0.08473,1.0,0.252087,0.10459,1.0,0.32251,0.12477,1.0,0.16374,0.03614,1.0,0.105372,0.05089,1.0,0.10653,0.04393,1.0,0.13871,0.0402,1.0,0.729561,0.1205,1.0,0.6136,0.14749,1.0,1.39487,0.29978,1.1,1.53407,0.28607,1.08,0.9128,0.13284,1.08,1.21935,0.12076,1.11,1.42924,0.17681,1.14,2.01167,0.27427,1.08,0.7737,0.34061,1.05,0.767691,0.72386,1.01,1.35783,0.12049,1.04,1.75789,0.23774,0.95,1.74166,0.11413,1.02,0.14532,0.07274,1.21,0.44036,0.07777,1.27,1.42642,0.18161,0.99,1.79127,0.26835,0.99,2.32341,0.23416,1.0,0.99628,0.11985,1.0,4.14507,0.19413,1.3,3.36939,0.20466,1.02,3.79107,5.57756,1.22,12.85757,7.60276,0.94,1.0,0.95,1.21,1.11,0.99,1.17,1.11,0,0,1,11.18003,,b'Simbad',0.114965,0.0197878,0.446147,0.030317,1.01609,0.0646279,1.1474,-9.91,9.23,COSMOS_,27.348585890864367,25.876305057422442,24.982669556970112,29.259006219508187,28.795784440639753,27.973949889213483,0.0
4620,4620,3618.788,1274.394,150.0955048,2.2258017,0,37.0,0.59569,0.07987,1.306728,2.208163,0.64505,0.07532,1.646582,1.06213,0.12402,1.00662,2.41,2.171,1.544,4.266,1.31538,0.15226,1.15,0.314082,0.02414,1.0,0.390995,0.0332,1.0,0.399284,0.03948,1.0,0.30339,0.09506,1.0,0.208951,0.0822,1.0,0.355334,0.09647,1.0,0.301333,0.07708,1.0,0.426409,0.08087,1.0,0.360588,0.09931,1.0,0.4749,0.11899,1.0,0.36961,0.03454,1.0,0.270417,0.04827,1.0,0.34879,0.04185,1.0,0.40844,0.03817,1.0,0.317464,0.11497,1.0,0.33602,0.14026,1.0,0.94405,0.2726,1.2,0.34721,0.25861,1.19,0.63919,0.11624,1.26,0.637011,0.10904,1.23,0.87621,0.16275,1.22,1.28745,0.24812,1.2,0.348,0.31723,1.1,2.00151,0.65528,1.12,0.938735,0.11709,1.0,0.917362,0.18257,1.45,0.93148,0.11154,0.98,0.31319,0.07434,1.05,0.40672,0.08057,1.07,0.73068,0.17353,0.99,1.18647,0.25672,0.98,0.97404,0.22403,0.99,0.54874,0.11447,1.0,1.01716,0.14187,1.09,0.955545,0.14488,1.15,-5.41716,3.91582,1.11,1.81537,5.00582,1.05,1.0,0.98,1.05,1.15,0.98,1.06,1.15,0,0,1,8.564256,,b'Simbad',0.210525,0.00762464,0.343453,0.0216031,0.368448,0.00344924,1.8099,-9.79,8.76,COSMOS_,26.69174080993465,26.160331714467556,26.084059491402446,30.294451642151103,29.163709810051756,31.155691465335973,1.0
5194,5194,2889.475,1379.025,150.1259155,2.2301576,3,551.0,41.52703,0.09291,1.075852,2.635829,43.91304,0.08761,1.646582,72.3064,0.14425,101.7409,3.391,4.572,3.696,9.578,109.4581,0.39972,0.84,1.95027,0.02887,1.0,3.16516,0.03952,1.0,17.3054,0.04713,1.0,1.7077,0.11307,1.0,2.71427,0.09782,1.0,3.54574,0.11526,1.0,4.33144,0.09208,1.0,9.91412,0.09651,1.0,13.513,0.11924,1.0,16.02033,0.14175,1.0,9.54449,0.04117,1.0,1.02726,0.0579,1.0,5.63087,0.04999,1.0,9.7729,0.04583,1.0,25.7023,0.137,1.0,27.74166,0.16827,1.0,88.39969,0.41049,0.76,77.25183,0.41671,0.66,36.61659,0.19845,0.63,41.9624,0.17814,0.66,53.5365,0.2708,0.63,112.45956,0.42592,0.58,50.1442,0.47811,0.69,102.247,0.90862,0.83,50.3225,0.14139,0.98,62.2559,0.26945,0.96,72.9121,0.13244,0.98,7.71556,0.0692,1.73,20.41281,0.07307,1.86,51.88292,0.20606,0.99,82.14971,0.30509,0.99,111.91411,0.2661,1.0,34.35651,0.13617,1.0,76.0585,0.14041,1.23,78.2483,0.17214,1.04,54.52808,5.23349,0.97,154.27297,7.24931,0.8,1.0,0.58,1.73,0.84,0.99,0.92,0.85,0,0,1,501.2425,,b'Simbad',1.36654,0.0379417,5.91538,0.303715,31.3254,0.87647,0.364,-9.82,9.95,COSMOS_,24.660944128872632,23.070043378392224,21.260258436773587,28.55220803548456,26.29383439609866,25.14315736109726,2.0
5876,5876,895.325,1608.482,150.2090607,2.2397053,0,82.0,2.37687,0.08204,1.194444,2.091126,2.79882,0.07736,1.646582,4.60849,0.12739,4.16121,2.348,2.445,2.176,5.374,4.97033,0.19035,1.09,0.121452,0.02301,1.0,0.167256,0.03123,1.0,1.38248,0.03714,1.0,-0.0268563,0.09052,1.0,0.188011,0.07744,1.0,0.0786043,0.09154,1.0,0.118207,0.074,1.0,0.446422,0.07615,1.0,0.888603,0.09449,1.0,1.16419,0.1125,1.0,0.4752,0.03251,1.0,0.0421992,0.04568,1.0,0.27017,0.03961,1.0,0.52112,0.03632,1.0,1.98177,0.1089,1.0,2.16604,0.13427,1.0,4.77292,0.29848,0.9,3.55582,0.28962,0.85,2.5696,0.12311,1.02,2.94166,0.11028,1.07,3.57412,0.16642,1.05,4.74125,0.24551,1.09,3.60184,0.37393,0.71,5.16098,0.73424,0.8,,,0.0,,,0.0,,,0.0,0.53077,0.09967,0.52,1.57775,0.10989,0.51,3.24299,0.15632,1.1,4.15514,0.22843,1.12,4.99978,0.20518,1.05,2.59554,0.10515,1.06,4.53136,0.15539,0.87,3.26906,0.20371,0.51,1.92592,4.34674,1.0,-9.17165,5.34392,1.05,1.0,0.0,0.51,1.09,1.05,0.95,1.09,0,0,1,36.17708,,b'Simbad',0.183351,0.0194247,0.862931,0.0261416,1.7541,0.020877,0.7992,-10.9,9.21,COSMOS_,26.841791792615446,25.160059822755063,24.389864128607634,29.27911419957382,28.95666958723052,29.200829771963306,0.0
6526,6526,1433.215,1763.625,150.1866455,2.2461731,0,193.0,6.9583,0.07661,1.117562,2.446426,7.33195,0.07224,1.646582,12.07265,0.11896,15.23223,3.088,3.476,2.744,7.196,17.02296,0.2388,1.25,0.709531,0.02691,1.0,0.831585,0.03649,1.0,2.5097,0.04353,1.0,0.741653,0.1055,1.0,0.771131,0.09058,1.0,1.16105,0.10697,1.0,0.751718,0.08627,1.0,1.17784,0.08926,1.0,1.72334,0.11069,1.0,1.80368,0.13233,1.0,1.35806,0.03812,1.0,0.810844,0.05348,1.0,1.11497,0.04641,1.0,1.36583,0.04247,1.0,4.23978,0.1273,1.0,4.16615,0.1565,1.0,10.99498,0.29611,1.24,10.46867,0.28146,1.23,5.82558,0.12824,1.29,6.70741,0.11807,1.27,7.89246,0.18306,1.18,16.58675,0.26489,1.28,8.8176,0.33791,1.19,14.2382,0.7103,1.17,7.65272,0.13,1.0,9.14162,0.24585,0.98,10.1778,0.12162,1.02,1.32846,0.06766,1.55,3.04898,0.07384,1.55,7.55773,0.17918,1.13,10.96661,0.26415,1.14,17.05072,0.2297,1.14,5.59225,0.11895,1.13,25.6437,0.14217,1.18,21.9945,0.16335,0.93,19.9397,5.11034,0.85,7.27655,5.51672,1.07,1.0,0.98,1.55,1.25,1.13,0.81,1.25,0,0,1,101.4891,,b'Simbad',0.835247,0.0159754,2.33718,0.0386678,7.17555,0.0112554,1.0569,-8.86,9.92,COSMOS_,25.195462688912652,24.07826959685813,22.860362012509132,29.491370647381196,28.531626340895674,29.871597665540065,2.0
6894,6894,3693.149,1876.867,150.0924072,2.2509036,0,37.0,0.70312,0.07787,1.316798,2.024518,0.81746,0.07343,1.646582,1.34601,0.12091,1.08102,2.134,1.856,1.75,4.199,1.42349,0.14669,1.21,0.524159,0.02219,1.0,0.524185,0.03044,1.0,0.585092,0.03617,1.0,0.537511,0.08668,1.0,0.555105,0.07583,1.0,0.532234,0.08865,1.0,0.564683,0.07051,1.0,0.629666,0.07459,1.0,0.856457,0.09114,1.0,0.59053,0.10851,1.0,0.52668,0.03172,1.0,0.475856,0.04415,1.0,0.59256,0.03827,1.0,0.58223,0.03498,1.0,0.589278,0.10524,1.0,0.57873,0.12888,1.0,1.48993,0.25286,1.17,0.98026,0.24222,1.13,0.99816,0.10885,1.21,1.08448,0.10135,1.19,1.10424,0.15286,1.16,1.42758,0.22902,1.19,1.40657,0.29353,1.08,-0.648931,0.62048,1.05,1.40085,0.0907,1.4,1.31068,0.14723,1.87,1.41063,0.08518,1.41,0.45368,0.0684,1.04,0.61708,0.0739,1.06,1.36174,0.14746,1.14,1.21448,0.21918,1.13,1.24661,0.18881,1.17,0.72804,0.09777,1.15,1.37738,0.14262,1.02,1.54142,0.13362,1.12,-1.70837,4.95546,0.78,-0.87898,5.56995,0.94,1.0,1.0,1.04,1.21,1.13,0.74,1.21,0,0,1,11.13279,,b'Simbad',0.314653,0.00544617,0.493692,0.0139785,0.496629,0.00490155,1.8213,-9.43,8.92,COSMOS_,26.255420307993727,25.766359775550548,25.759919809958834,30.65977201614345,29.63634857302698,30.774166407071178,1.0
7035,7035,5086.439,1912.427,150.034317,2.2523897,0,44.0,1.05829,0.11994,1.338342,2.037381,1.16281,0.1131,1.646582,1.91466,0.18623,1.61106,2.194,1.912,1.598,4.073,2.15615,0.2211,0.51,0.800856,0.02264,1.0,0.7265,0.03004,1.0,1.08159,0.03608,1.0,0.917503,0.08743,1.0,0.732805,0.07485,1.0,0.794535,0.08958,1.0,0.707255,0.07159,1.0,0.709904,0.07508,1.0,0.914952,0.09224,1.0,0.83297,0.11017,1.0,0.80118,0.03165,1.0,0.724263,0.04431,1.0,0.73851,0.03882,1.0,0.80366,0.03554,1.0,1.42874,0.10525,1.0,1.45135,0.12982,1.0,0.68942,0.7228,0.15,1.25498,0.6548,0.16,2.01516,0.17348,0.49,1.67018,0.17527,0.41,1.79263,0.27746,0.35,2.3242,0.37744,0.45,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.79543,0.17855,0.79,1.83449,0.26092,0.8,2.0831,0.29048,0.52,1.90063,0.13656,0.6,2.76591,0.26433,0.27,1.85169,0.25373,0.41,7.36887,4.53502,0.92,2.2991,5.50172,1.01,1.0,0.0,0.0,0.51,0.52,0.88,0.51,0,0,1,10.28107,,b'Simbad',0.381286,0.00381232,0.625086,0.0128893,0.926862,0.0226924,1.0938,-8.86,8.84,COSMOS_,26.046872851976914,25.51015056961563,25.082462307303135,31.047026631311056,29.7244266698423,29.110298924276613,1.0
7179,7179,2498.449,1947.986,150.1422272,2.253861,0,58.0,1.45004,0.07919,1.194132,2.055511,1.71585,0.07467,1.646582,2.82528,0.12295,2.49601,2.257,2.152,2.007,5.383,2.98056,0.18403,1.17,1.29831,0.02255,1.0,1.2309,0.03081,1.0,1.66594,0.03674,1.0,1.35485,0.08788,1.0,1.32126,0.07637,1.0,1.19209,0.08983,1.0,1.08714,0.07178,1.0,1.2174,0.07555,1.0,1.30266,0.09347,1.0,1.22603,0.11059,1.0,1.23419,0.03221,1.0,1.24119,0.0451,1.0,1.2796,0.03892,1.0,1.20884,0.03568,1.0,2.27899,0.10669,1.0,2.2107,0.13171,1.0,2.29015,0.31398,0.79,2.34711,0.28263,0.87,2.7248,0.12147,1.03,2.40399,0.11326,0.99,2.50489,0.17249,0.95,2.8278,0.24519,1.07,2.48322,0.38123,0.66,1.62988,0.85504,0.57,2.50577,0.10841,1.01,2.34161,0.2056,0.99,2.61358,0.10093,1.03,1.25661,0.05766,1.51,1.82542,0.06337,1.49,2.3594,0.14637,1.17,2.12646,0.21718,1.17,3.05096,0.18929,1.19,2.91568,0.09722,1.18,3.35771,0.12782,1.2,2.81142,0.14863,1.11,-2.87351,4.88711,0.91,-12.85493,5.57154,1.0,1.0,0.57,1.49,1.17,1.17,0.87,1.17,0,0,1,22.97824,,b'Simbad',0.586146,0.00236001,0.883786,0.00889541,1.10577,0.000181539,1.0841,-8.83,8.88,COSMOS_,25.57998548599212,25.134132205878938,24.890837992068434,31.567715392007344,30.127085074927095,34.352575152942606,1.0
7262,7262,1506.183,1914.01,150.1835938,2.2524395,2,490.0,37.74328,0.07692,1.089866,2.51703,39.56518,0.07224,1.646582,65.1473,0.11896,87.16755,3.245,3.972,3.396,8.557,95.00098,0.28984,1.24,1.0851,0.0277,1.0,1.59485,0.03754,1.0,10.1506,0.04481,1.0,0.879714,0.10843,1.0,1.44604,0.09318,1.0,1.63293,0.11006,1.0,2.13024,0.08865,1.0,5.12405,0.09196,1.0,8.46553,0.11412,1.0,9.35102,0.13622,1.0,5.52375,0.03926,1.0,0.559111,0.05506,1.0,2.75457,0.04773,1.0,5.47943,0.04363,1.0,15.5848,0.1309,1.0,15.68187,0.16087,1.0,68.28503,0.30206,1.26,59.0844,0.28853,1.24,23.19884,0.13143,1.3,28.1273,0.12119,1.28,36.51799,0.18265,1.26,94.31886,0.2718,1.29,36.48308,0.35062,1.17,82.5541,0.7277,1.18,33.7478,0.13426,0.99,44.1485,0.22827,1.21,54.9355,0.12572,1.01,4.21578,0.08192,1.12,11.3977,0.09278,1.04,34.78555,0.18084,1.17,63.45746,0.26781,1.17,93.57998,0.23121,1.19,21.27598,0.11912,1.19,100.51,0.14513,1.23,91.7475,0.16956,0.93,88.91211,5.04991,0.91,105.69911,5.96524,0.91,1.0,0.99,1.04,1.24,1.17,0.87,1.24,0,0,1,547.6627,,b'Simbad',1.0546,0.0662617,4.65786,0.219118,30.2366,0.545888,0.5277,-10.3,9.88,COSMOS_,24.942280582511387,23.329533922683467,21.298667613305277,27.94684356529647,26.648304861899476,25.65724113120278,2.0
7300,7300,1162.665,1916.686,150.1979218,2.2525485,2,705.0,58.02256,0.07723,1.0712,2.844443,57.66639,0.07283,1.646582,94.95242,0.11992,154.072,3.789,4.464,4.116,9.987,165.0418,0.34641,1.23,8.758,0.03137,1.0,10.8081,0.04241,1.0,39.8766,0.05059,1.0,7.46276,0.12303,1.0,10.9357,0.1054,1.0,12.1153,0.12437,1.0,12.6388,0.10043,1.0,26.648,0.10367,1.0,37.5329,0.12882,1.0,38.23151,0.15387,1.0,25.45021,0.04425,1.0,6.19079,0.06209,1.0,15.3583,0.0539,1.0,25.16792,0.04929,1.0,53.4696,0.14809,1.0,55.34168,0.18193,1.0,137.04978,0.34125,1.26,127.41467,0.32787,1.23,70.29406,0.14967,1.28,78.0737,0.13804,1.26,91.15442,0.2058,1.27,163.78184,0.30833,1.28,93.29362,0.39623,1.17,147.367,0.82586,1.17,86.2093,0.15582,0.94,,,0.0,119.372,0.14705,0.95,21.27058,0.09778,1.0,43.64094,0.10588,1.02,88.07575,0.20549,1.17,132.03509,0.30512,1.16,161.82642,0.26181,1.19,71.73955,0.13481,1.19,124.474,0.17043,1.0,106.102,0.20795,0.65,82.46002,5.0079,1.04,120.59425,6.00129,1.0,1.0,0.0,1.0,1.23,1.16,0.99,1.23,0,0,1,791.8087,0.505,b'Simbad',5.66224,0.281567,16.75,0.763916,55.1403,0.722162,0.4858,-8.99,9.97,COSMOS_,23.117529316380548,21.93996297156784,20.64632718843061,26.376045615992048,25.292385984261404,25.353413419461784,2.0
