ID,UV_Full,VJ_Full,UV_Decomposed,VJ_Decomposed,zpk,UG_Full,GR_Full,UG_Decomposed,GR_Decomposed
CDFS_29006,1.3549142742203202,0.928157827193715,1.4221067831808796,0.9119581366047953,0.6942,0.22477590640201583,0.7859815675590198,0.13404402687162076,0.7839710656444083
CDFS_29021,1.0088359492431636,0.6195721893188733,1.0088359492431636,0.6195721893188733,0.3959,0.3462847840064427,0.8714580556039095,0.3462847840064427,0.8714580556039095
CDFS_29036,0.7637943607810485,0.6879319464562315,0.7819895143105811,0.69417018692819,2.6103,1.1295769058024376,0.37638649209114305,1.1692741043408432,0.38471680963156984
CDFS_29039,1.4075253838194755,1.1065023114210817,1.4107443449543666,1.1066982156262668,1.3103,0.3489433089981304,0.2796053590637939,0.34677702480234984,0.2757336257252092
CDFS_29042,0.6610225274412755,0.40192372905542584,0.6861717625163521,0.3977442169065881,1.6608,0.014212214561709402,0.03263493978005272,-0.004567890291440335,0.012538457338465037
CDFS_29044,0.5923923542091671,0.4034836759438605,0.672091967182638,0.387497835715493,1.9053,0.06206191018659979,0.10602167627061476,-0.005509195463446304,0.045205936932660506
CDFS_29047,0.8539082159212654,0.49830579212536463,0.9131742119788271,0.5080981932584336,2.0634,-0.06003948709152951,0.02444650935647985,-0.0885659645461061,0.022075190342633277
CDFS_29057,0.6892035608073428,0.37595831786063627,0.6891869033142939,0.3750857161166721,1.1063,-0.006614508853402867,0.041111227137662354,-0.006635967508557883,0.04104018435684509
CDFS_29068,0.4831044324554483,0.8887067794614154,1.2985650519251237,1.3205176346513952,2.2578,0.4544608550823739,0.09189952804955226,,
CDFS_29075,0.7414091969504568,0.43951982055460803,0.7425039824902058,0.4385607278409651,1.6267,0.01767465704320159,0.008616114346537529,0.016594329796504326,0.0069408841879976535
CDFS_29080,0.7425039824902058,0.4385607278409651,0.7425039824902058,0.4385607278409651,1.0951,0.014738613411324764,0.0741189398067803,0.014738613411324764,0.0741189398067803
CDFS_29082,0.6056674880136654,0.29438605400966367,0.6056674880136654,0.29438605400966367,1.4003,0.03377767083169658,-0.08258038528930456,0.03377767083169658,-0.08258038528930456
CDFS_29086,1.0088359492431636,0.6195721893188448,1.0088359492431636,0.6195721893188448,0.6858,0.052240298709506305,0.5438839562979609,0.052240298709506305,0.5438839562979609
CDFS_29088,1.0509405813544959,0.7479593385100998,1.0509405813544959,0.7479593385100998,0.7203,0.029200623989794394,0.4778788778040166,0.029200623989794394,0.4778788778040166
