ID,U_Full,V_Full,J_Full,U_Decomposed,V_Decomposed,J_Decomposed,zpk
UDS_7365,-101.87329051378093,-103.70232116882329,-105.38944179611357,-101.73941564086871,-103.62324224735111,-105.32574906191074,0.84
UDS_7366,-104.25066398054724,-104.71017500181023,-105.1207717591737,-103.72359022505458,-104.17045622905465,-104.37154511760326,3.2961
UDS_7368,-102.53512989229708,-103.30981134448933,-103.81267104960648,-102.19405525362095,-103.10722946559976,-103.6153276588582,1.4259
UDS_7371,-100.28003644574959,-101.6227929344119,-102.49996237139277,-100.1743431089489,-101.55469726625023,-102.41853559622207,0.7376
UDS_7375,-101.604745781261,-102.21041326927468,-102.50479932328433,-101.604745781261,-102.21041326927468,-102.50479932328433,0.9221
UDS_7395,-100.90371906902696,-101.85971633108757,-102.41745990822793,-100.90371906902696,-101.85971633108757,-102.41745990822793,1.2907
UDS_7396,-101.1223977073015,-101.63228167173386,-101.85803525710836,-101.1223977073015,-101.63228167173386,-101.85803525710836,0.5417
UDS_7399,-100.72574126732597,-101.77668184868045,-102.52464118719055,-100.72574126732597,-101.77668184868045,-102.52464118719055,0.5754
UDS_7403,-101.77188331584114,-102.72994807002027,-103.55561332086711,-100.77883662013873,-102.20094340331961,-103.11290153992438,0.8781
UDS_7406,-100.44888446586927,-101.49982504722377,-102.24778438573388,-100.44888446586927,-101.49982504722377,-102.24778438573388,0.566
UDS_7412,-97.03859770557557,-98.13458855437423,-98.89463304833853,-97.03859770557557,-98.13458855437423,-98.89463304833853,0.1202
UDS_7426,-101.39299399727939,-102.86672028860337,-103.83872447140922,-101.39297996635291,-102.86671268171699,-103.83869603955178,0.605
UDS_7433,-101.01911062685915,-101.76161460934935,-102.20017533719033,-101.01911062685915,-101.76161460934935,-102.20017533719033,0.6598
UDS_7435,-101.81379354007854,-101.83772295728502,-101.79211871489038,-101.74184307197075,-101.76253368787698,-101.68913789954459,0.6148
UDS_7437,-101.73238376074879,-102.47489071664496,-102.91370701107518,-101.73233670448599,-102.4748406869762,-102.91340141481719,0.9734
UDS_7439,-104.82008489490836,-105.32099212391591,-105.6971080353763,-104.43619915368224,-104.94608311811461,-105.17183670348908,2.1965
UDS_7441,-102.18141029837177,-102.8273490100546,-103.15139270121784,-102.18141029837177,-102.8273490100546,-103.15139270121784,0.641
UDS_7442,-101.06881472647441,-101.64969959895222,-101.92572490441418,-101.06881472647441,-101.64969959895222,-101.92572490441418,0.9373
UDS_7443,-102.80950006337845,-103.72267427535726,-104.23077246861573,-102.80950006337845,-103.72267427535726,-104.23077246861573,0.6601
UDS_7445,-102.14497596333204,-102.55972826567427,-102.68818372189047,-102.14493974764494,-102.55903587813467,-102.66713234623072,1.2146
UDS_7453,-103.64598828908993,-103.7282699034503,-103.91318903494904,-102.96475058675689,-103.00183229881846,-103.0143680031938,2.5186
UDS_7457,-102.0125579748595,-102.39258238065656,-102.56862832144981,-102.0125579748595,-102.39258238065656,-102.56862832144981,1.3146
UDS_7460,-103.0106661168673,-103.40690312815254,-103.59254268587384,-103.00603454880641,-103.40190180491234,-103.58470298304276,1.889
UDS_7465,-103.29606484026519,-104.67670844913542,-106.01992604457146,-103.29606484026519,-104.67670844913542,-106.01992604457146,1.5461
UDS_7466,-102.03726830408823,-102.46907851058654,-102.75350090134881,-102.03726830408823,-102.46907851058654,-102.75350090134881,0.9165
UDS_7473,-104.73079038979193,-105.19336606414832,-105.47012395389027,-104.46168908926026,-104.97157305369264,-105.1973266390671,2.9348
UDS_7489,-103.62841079140617,-105.00779251789817,-105.91348924863104,-103.55370295466878,-104.97580973784966,-105.88776787445443,0.7883
UDS_7490,-103.19985778682779,-103.88904469014209,-104.26413040625877,-103.19985778682779,-103.88904469014209,-104.26413040625877,1.6923
UDS_7491,-102.48427061612043,-104.33722339925957,-105.44264561703162,-102.48414474163636,-104.33717566017145,-105.44249403179643,0.6202
UDS_7500,-101.01006374117928,-101.97886444742247,-102.75602315060141,-100.56993804154888,-101.57877399079204,-102.1983461801109,1.0967
UDS_7510,-102.73428240212931,-103.3151672746071,-103.59119258006908,-102.73428240212931,-103.3151672746071,-103.59119258006908,1.6422
UDS_7511,-102.9461615808397,-104.20689096408512,-105.30376965907202,-102.50205486960823,-103.9127992145626,-105.01949743018885,1.1569
UDS_7520,-100.97197346285873,-101.98080098377193,-102.6005471467565,-100.97192331917908,-101.98075926842225,-102.6003314577411,0.8451
UDS_7531,-102.3362846632996,-103.02547156661389,-103.40055728273056,-102.3362846632996,-103.02547156661389,-103.40055728273056,1.1075
UDS_7538,-102.7669706642765,-103.6875397585423,-104.24231668599862,-102.6894219049801,-103.6454191670407,-104.20316274418106,0.6524
UDS_7548,-104.01683757814516,-104.30752931351195,-104.36575252398605,-104.01683757814516,-104.30752931351195,-104.36575252398605,1.3716
UDS_7567,-101.4020017052018,-102.14777948432145,-102.60701535558901,-101.37818474393556,-102.12068872642577,-102.55924945426676,0.8423
UDS_7575,-103.6940191419024,-104.11493139525207,-104.25308147119956,-103.6884414496777,-104.10253758016744,-104.21063404826347,2.8399
UDS_7576,-102.12146669459607,-102.43204090830405,-102.54745194867682,-102.05768763682988,-102.35715074696483,-102.41932352065028,0.8532
UDS_7578,-103.56405339473993,-104.15035703194408,-104.4328106402979,-103.5554816963756,-104.14503656886302,-104.4274914663927,0.5618
UDS_7579,-101.01737559196255,-101.59286633150735,-101.86554800322618,-101.01728666803291,-101.59275606617236,-101.86476295363707,0.421
UDS_7583,-102.90145271689369,-103.3618721615177,-103.94697082344413,-102.84495046366297,-103.32274282617297,-103.91749823481172,1.6445
UDS_7586,-102.47498318552721,-103.47252191988657,-104.15904647400895,-102.47487861957154,-103.47243402090031,-104.15861907082476,0.6133
UDS_7589,-102.62419222866953,-104.03365957752473,-104.94860710005865,-102.5915525886194,-104.01365937180029,-104.92561750840505,0.5764
UDS_7592,-102.41558826200747,-103.22153850727241,-104.14622899693329,-102.36686128478391,-103.0560481880982,-103.43113390421487,2.072
UDS_7598,-100.09583424287463,-101.5717489802469,-102.55527712502737,-100.09288453322995,-101.56661724859403,-102.53860060642884,0.8133
UDS_7599,-104.63660929781064,-105.77661238737292,-107.05082159841976,-104.46332276338127,-105.71511420639864,-107.026574834226,2.422
UDS_7601,-103.65631210120851,-105.58075018242084,-106.78118612211485,-103.65189905275712,-105.57567431392562,-106.7676976196794,0.6167
UDS_7604,-103.21777170098441,-104.13092270011406,-104.64011101899311,-103.21751787860282,-104.13069209058165,-104.63879028384011,0.8966
UDS_7608,-104.02522220036188,-104.5069918495907,-104.7630771108303,-103.87200915507054,-104.38189311950293,-104.6076467048774,2.2238
UDS_7613,-102.74875445095431,-103.49125843344451,-103.9298191612855,-102.74875445095431,-103.49125843344451,-103.9298191612855,1.6277
UDS_7614,-101.31124152834154,-101.8211254927739,-102.04687907814838,-101.31124152834154,-101.8211254927739,-102.04687907814838,0.9597
UDS_7622,-101.32840761454405,-101.93407510255773,-102.22846115656738,-101.32840761454405,-101.93407510255773,-102.22846115656738,0.8753
UDS_7623,-100.1378293545788,-101.18876993593327,-101.93672927444338,-100.1378293545788,-101.18876993593327,-101.93672927444338,0.5139
UDS_7638,-104.925303976035,-105.92622726607775,-106.79465951796843,-104.73834440035189,-105.81441993473703,-106.70214659807391,1.7904
UDS_7641,-103.79475709503731,-104.2251906168933,-104.45971647054844,-103.5362427913489,-104.04612675578127,-104.27188034115574,3.3955
UDS_7645,-99.71252604833046,-101.18601821066355,-102.1587175558067,-99.71102205058511,-101.18475476594918,-102.15673812378398,0.5786
UDS_7653,-103.43712218998533,-103.94708676273255,-104.17499096333911,-103.43686804342514,-103.94675200785753,-104.172505593232,1.367
UDS_7654,-98.93503332867297,-99.89103059073358,-100.44877416787394,-98.93503332867297,-99.89103059073358,-100.44877416787394,0.488
UDS_7655,-104.33523211583054,-104.75816738537368,-105.07753189152245,-103.78738741611023,-104.29727138054261,-104.5230249659171,2.2766
UDS_7662,-100.94508086354075,-101.45503702467698,-101.6827170114491,-100.94485324125658,-101.45473720568896,-101.68049079106342,0.6057
UDS_7671,-102.64874876635508,-103.39125274884529,-103.82981347668627,-102.64874876635508,-103.39125274884529,-103.82981347668627,1.6364
UDS_7675,-104.8725824126614,-105.7771550687262,-106.59495825994328,-104.58669983628711,-105.49739851656815,-106.23050492593933,2.4967
UDS_7676,-103.95357824219941,-104.88449896268594,-105.75299623681161,-103.57160791081296,-104.71812024668294,-105.6537359944975,1.5999
UDS_7688,-102.95920861329577,-103.60514732497862,-103.92919101614184,-102.95920861329577,-103.60514732497862,-103.92919101614184,1.3759
UDS_7690,-102.34998455545531,-102.99227668746792,-103.31612290043269,-102.34110351259743,-102.98704222428026,-103.3110859154435,1.6454
UDS_7695,-102.66489774303251,-103.51264683541386,-104.22534478581483,-102.66489774303251,-103.51264683541386,-104.22534478581483,1.594
UDS_7707,-103.63529362207575,-103.88736570710824,-104.27806999525924,-103.62415232031985,-103.82620537612948,-103.88200248893548,2.7334
UDS_7710,-102.3763395557182,-102.96590326597806,-103.24865043939509,-102.37630010497476,-102.96585497746219,-103.24830987499185,0.666
