ID,U_Full,V_Full,J_Full,U_Decomposed,V_Decomposed,J_Decomposed,zpk
COSMOS_1131,-104.74868712248089,-105.75752307172405,-106.3770952610429,-104.74868712248089,-105.75752307172405,-106.3770952610429,0.9308
COSMOS_11317,-99.28449316244027,-100.6648473197416,-101.52868564971344,-99.28449316244027,-100.6648473197416,-101.52868564971344,0.5036
COSMOS_11324,-105.05330047771236,-107.23913227712558,-108.5119853890408,-105.05330047771236,-107.23913227712558,-108.5119853890408,0.3535
COSMOS_11325,-104.33469352400095,-105.4107690583861,-106.29849572172297,-104.33469352400095,-105.4107690583861,-106.29849572172297,0.7293
COSMOS_11328,-104.1620585575298,-104.79219731804817,-105.42851907016842,-103.5231758962167,-104.43387457649774,-105.16698098586892,2.703
COSMOS_1133,-102.66262795171009,-103.61861267246931,-104.1767432733555,-102.66252888489404,-103.61852614695465,-104.17626972409502,0.7507
COSMOS_11331,-103.53013989383912,-104.24147488425027,-105.0187949977262,-103.26304207148809,-103.92088784498044,-104.57887438543123,1.5364
COSMOS_11337,-103.5211589630623,-104.43433317504113,-104.94243136829957,-103.5211589630623,-104.43433317504113,-104.94243136829957,0.9204
COSMOS_11339,-105.3162232842309,-106.22673592145107,-106.96250691562746,-105.30854219994232,-106.21924088022337,-106.95234728959451,1.5246
COSMOS_11342,-103.8871661424578,-105.70350235932692,-107.14296539209425,-103.82061787806164,-105.69050030571245,-107.13850475180385,0.3495
COSMOS_11344,-103.37859351679022,-104.59347400541483,-105.47221672104348,-102.99223990541618,-104.41434668859706,-105.32630482520183,1.2291
COSMOS_11348,-102.3696251120125,-103.15150307226624,-103.6400710278412,-102.36946949077202,-103.1513435097562,-103.63913980459893,0.9054
COSMOS_11349,-104.52041645975993,-105.0909832283346,-105.54194686094039,-103.9310375305884,-104.6735415130786,-105.1121022409196,1.7821
COSMOS_11358,-101.45241018592968,-102.09367454018567,-102.48788242876394,-101.33640273475946,-102.02257449727583,-102.4203187141824,0.7323
COSMOS_11359,-101.76133647174512,-102.61422872141189,-103.12013169895374,-101.6205933248796,-102.53376753685842,-103.04186573011688,1.106
COSMOS_11364,-104.30974488852,-105.0522488710102,-105.49080959885119,-104.30974488852,-105.0522488710102,-105.49080959885119,1.531
COSMOS_11367,-101.29226183710495,-102.67261599440629,-103.53645432437813,-101.29226183710495,-102.67261599440629,-103.53645432437813,0.2257
COSMOS_11369,-104.22216211560539,-106.04387543628337,-107.97303455108684,-104.18069540065616,-106.01878490716354,-107.95681651634004,2.5915
COSMOS_11371,-101.64959980827881,-103.34622702578048,-104.75668814709552,-101.40154932486138,-103.27143175251217,-104.7194361986036,1.1849
COSMOS_1138,-102.01777934263666,-103.21891391021495,-104.05809238361445,-101.67628705416975,-103.05664121147109,-103.92047954144292,0.6271
COSMOS_11385,-104.1801151025303,-106.40499875260934,-107.72360641823441,-104.1801151025303,-106.40499875260934,-107.72360641823441,0.3541
COSMOS_11387,-104.9319681207187,-105.520928487938,-106.15273433597787,-104.68005483148633,-105.3379006049787,-105.99588714542948,2.5745
COSMOS_11388,-102.8921215143324,-103.50710470790168,-103.84743909573135,-102.82711078934796,-103.45993956612945,-103.79379086499964,1.2741
COSMOS_11391,-102.23250551115976,-102.83817299917342,-103.13255905318307,-102.23250551115976,-102.83817299917342,-103.13255905318307,0.8869
COSMOS_11394,-100.2590548527395,-101.73278756810356,-102.70477092593838,-100.2590548527395,-101.73278756810356,-102.70477092593838,0.5646
COSMOS_11397,-106.24943888117613,-106.79915251430906,-107.50478568942633,-104.38289473211947,-104.75207321908005,-105.97452811820696,0.436
COSMOS_11398,-103.64120965404888,-104.28974866575592,-104.68187331234937,-103.56227858969062,-104.23437055687324,-104.62186839258875,1.9585
COSMOS_11399,-102.98707287684168,-104.39781722179605,-105.5045154374223,-102.98707287684168,-104.39781722179605,-105.5045154374223,0.5099
COSMOS_11406,-101.80526524643916,-102.54135854722989,-102.97891317360796,-101.7913311490241,-102.53383513151431,-102.97239585935529,0.9176
COSMOS_11407,-103.47675553608353,-105.68259455089955,-107.00313690565075,-103.44367749721157,-105.66856114729062,-106.98716881291567,0.3622
COSMOS_11409,-103.63796997056106,-104.19386301094093,-104.98141154912841,-103.60354413764901,-104.04692617278216,-104.25013878720276,3.4409
COSMOS_11410,-102.34237985207734,-104.48158930888832,-105.70209120899955,-102.33763153171368,-104.47710993917579,-105.69041231038354,0.3642
COSMOS_11418,-104.31626549880646,-106.42805362997834,-107.6329563915671,-104.28719680144621,-106.42341371922761,-107.63086454153787,0.2858
COSMOS_11427,-104.24413911848382,-104.47360373269943,-104.79249625522007,-103.26701969786203,-103.42571621111523,-103.42546888660273,3.5286
COSMOS_11428,-104.83305420680975,-105.3166665597787,-105.89480248905562,-104.35748842778595,-105.0153342012783,-105.6733207417291,3.0343
COSMOS_11429,-105.14314976017077,-106.02809035139224,-106.75359090861315,-105.09485850625056,-106.0055571865316,-106.73866359590276,1.8694
COSMOS_1143,-102.40969077985912,-102.84855755388107,-103.41905484701498,-102.15583779591765,-102.66295320440334,-103.27141011122055,1.02
COSMOS_11439,-101.80394628706546,-102.49313319037975,-102.86821890649642,-101.80394628706546,-102.49313319037975,-102.86821890649642,0.7021
COSMOS_1144,-99.65047398861267,-100.5636482005915,-101.07174639384995,-99.65047398861267,-100.5636482005915,-101.07174639384995,0.4411
COSMOS_11444,-103.0715751215728,-103.86966631501207,-104.56945689527983,-103.0715751215728,-103.86966631501207,-104.56945689527983,1.2615
COSMOS_11447,-103.7653295071695,-105.91254922721667,-107.13847074332398,-103.7653295071695,-105.91254922721667,-107.13847074332398,0.354
COSMOS_11450,-104.76958186095362,-105.07410632436762,-105.35877561379058,-103.8117915265483,-104.32167549098068,-104.54742907635517,2.4679
COSMOS_11459,-101.9588767535855,-102.96771270282866,-103.58728489214754,-101.9588767535855,-102.96771270282866,-103.58728489214754,0.5726
COSMOS_11462,-101.55445850010179,-102.42421177314708,-103.62025779955087,-101.35376808282358,-102.3327317097793,-103.58177282491474,0.966
COSMOS_11473,-103.22282626898934,-104.49986180154121,-105.38935170016593,-102.9592652780602,-104.3813720612411,-105.29333019784586,0.8944
COSMOS_11476,-101.23206985959547,-102.14524407157428,-102.65334226483273,-101.23206985959547,-102.14524407157428,-102.65334226483273,0.9052
COSMOS_11483,-101.89530117995339,-102.58452494170187,-102.96154052659102,-101.89498529713944,-102.58417220045374,-102.95925791657041,0.8592
COSMOS_11500,-100.87462926141382,-101.45838025327706,-101.93320845387164,-100.87409219806719,-101.44956159620662,-101.72156848367135,0.6485
COSMOS_11508,-104.48136910104019,-104.93502796786323,-105.29546341283435,-104.12228856932026,-104.56567060445343,-104.76888321887401,1.8064
COSMOS_1151,-102.1121806716586,-102.8013675749729,-103.17645329108957,-102.1121806716586,-102.8013675749729,-103.17645329108957,1.4964
COSMOS_11513,-103.15690748229586,-103.41235013370485,-103.53753556947326,-103.15690748229586,-103.41235013370485,-103.53753556947326,3.3622
COSMOS_11516,-97.92947974601856,-98.71275753489635,-99.21943051390383,-97.92947974601856,-98.71275753489635,-99.21943051390383,0.2238
COSMOS_11517,-102.58532241780925,-102.72392715731037,-102.97345657299971,-102.02561983669334,-102.06113625092405,-102.07376454488346,3.1592
COSMOS_11522,-104.79181340650035,-105.32814413978109,-105.9388229952547,-104.28954440130977,-104.95438349710577,-105.61557099982963,2.1516
COSMOS_11523,-103.54730577761502,-104.84291095583892,-105.94001185028547,-103.51713919484203,-104.83122220362375,-105.93342481010043,0.9321
COSMOS_11533,-102.75065865700873,-103.63929183349913,-104.36589715337176,-102.7093522778403,-103.62005095812134,-104.35315736749251,1.9352
COSMOS_11534,-101.98407077438938,-102.56599379216928,-102.99670358123224,-101.57603924303807,-102.32977646714517,-102.79370944531382,0.507
COSMOS_11538,-103.75817196792839,-104.5402676735595,-105.25083611484095,-103.75395278083778,-104.53594229514833,-105.23011248207654,1.8056
COSMOS_11540,-102.38010616009467,-103.02604487177751,-103.35008856294075,-102.38010616009467,-103.02604487177751,-103.35008856294075,0.7357
COSMOS_11551,-99.5295099449151,-100.48378003493667,-101.12036207506186,-99.5295099449151,-100.48378003493667,-101.12036207506186,0.5252
COSMOS_11556,-101.72214089080768,-102.77308147216218,-103.52104081067228,-101.72214089080768,-102.77308147216218,-103.52104081067228,0.6034
COSMOS_11567,-103.809667471391,-104.51194184649445,-104.9213909657219,-103.809667471391,-104.51194184649445,-104.9213909657219,1.5356
COSMOS_11568,-101.39973889411847,-101.73915526513576,-102.29436458549876,-101.34103344779325,-101.69361950999973,-102.25911939034299,0.7218
COSMOS_11570,-102.88697042965522,-103.58253313915225,-103.98337096942369,-102.8869047569202,-103.5824602313765,-103.98290974511613,0.6283
COSMOS_11573,-100.22087029547215,-102.03483362034682,-103.11800642480068,-100.19472539919568,-102.02963754463866,-103.11552477646572,0.3422
COSMOS_11576,-105.23762787945215,-105.86191191820987,-106.5330315076077,-104.83225472000613,-105.5162383830661,-106.18693070874436,2.1802
COSMOS_11587,-104.00363760673841,-104.3823701275463,-104.74911076641925,-103.04655765799667,-103.55644162242905,-103.78219520780354,2.4373
COSMOS_1159,-103.70214436792992,-104.46032761286601,-105.14626258706856,-103.65204023326227,-104.43402974757282,-105.12819993450101,1.7029
COSMOS_11592,-101.41996857084064,-102.60634853525661,-103.47525115638392,-101.40927569932492,-102.60174072506882,-103.47204167053872,0.4359
COSMOS_11595,-102.95983910622617,-103.6360037472873,-104.04896677611521,-102.87742703649171,-103.57970141159515,-103.9891505308226,1.9503
COSMOS_11597,-103.23442442326333,-104.64193889608066,-105.74844054241574,-103.22600203403539,-104.63674637898976,-105.74344459461601,1.5705
COSMOS_1160,-99.91998491860849,-101.01593664214393,-101.776439317725,-99.91981645158012,-101.01580730037878,-101.77585179434308,0.3053
COSMOS_11601,-102.27089580777596,-103.67042042899789,-104.77437625784661,-102.2513385790154,-103.66208292396978,-104.76878113959603,0.72
COSMOS_11605,-102.31699537269222,-103.71651999391415,-104.82047582276287,-102.29743814393166,-103.70818248888602,-104.81488070451228,1.8027
COSMOS_11615,-103.89682906484369,-105.27747267371393,-106.62069026914997,-103.89682906484369,-105.27747267371393,-106.62069026914997,1.0373
COSMOS_1162,-103.47309231825535,-103.94652147345809,-104.4313927119876,-103.45957175301317,-103.88607520745484,-104.07911262448587,2.1531
COSMOS_11621,-101.61295883295017,-103.07121771108709,-104.04512505075404,-101.57566599320789,-103.04939870857197,-104.02138206640679,0.3085
COSMOS_11625,-103.62920730156253,-104.24795371452964,-104.571449518384,-103.62920730156253,-104.24795371452964,-104.571449518384,1.2392
COSMOS_11630,-102.75783988457033,-103.58409097811611,-104.39011088462125,-102.30626105700594,-103.38233659139108,-104.27006325472797,1.7722
COSMOS_11634,-103.35039492633425,-103.86254279201047,-104.14707576468109,-103.34322721454078,-103.85311117897315,-104.07886476434761,1.8987
COSMOS_11635,-102.44557248766856,-103.35869905244974,-103.86903370512442,-102.44505142808808,-103.3582256400669,-103.86632383332534,0.5594
COSMOS_11642,-103.54088220346989,-104.1747081385949,-104.83449270645202,-103.37155849870922,-104.02940427220157,-104.68739081265238,2.4739
COSMOS_1165,-104.93678083359421,-106.31742444246444,-107.6606420379005,-104.93678083359421,-106.31742444246444,-107.6606420379005,0.8811
COSMOS_11656,-100.7573639416482,-101.78501180802881,-102.5724423228717,-100.2103738908192,-101.59072804812054,-102.45456637809238,0.8091
COSMOS_11657,-103.90971086035621,-104.817111323216,-105.32428264820575,-103.89899384780854,-104.81216805978735,-105.3202662530458,0.7459
COSMOS_11659,-98.20630701197337,-100.04073559981248,-101.12735014936206,-98.20551583012632,-100.04042797556932,-101.12631520739637,0.4946
COSMOS_11664,-103.76130139380139,-104.4504882971157,-104.82557401323237,-103.76130139380139,-104.4504882971157,-104.82557401323237,1.5316
COSMOS_11666,-102.23156324179087,-104.05892250436763,-105.14951794448922,-102.21247244146257,-104.04738458690554,-105.1332718187326,0.7446
COSMOS_11667,-99.9300772826472,-100.6192641859615,-100.99434990207817,-99.9300772826472,-100.6192641859615,-100.99434990207817,0.3684
COSMOS_11677,-104.72311996931417,-105.46567568126362,-105.90867393972552,-104.72230100441848,-105.46480498690869,-105.90336571474967,1.5315
COSMOS_11682,-101.6412101627559,-102.33039706607019,-102.70548278218686,-101.6412101627559,-102.33039706607019,-102.70548278218686,0.3245
COSMOS_11685,-103.41720803384257,-105.19059874795646,-106.86103649677423,-103.13631410220043,-105.02014070868285,-106.72264752324247,1.5249
COSMOS_1169,-100.40975990350785,-101.6800624593558,-102.58376907361875,-100.07886613856337,-101.45922029586471,-102.32305862583655,0.6254
COSMOS_11696,-103.61791702059872,-104.32082583522858,-104.79414966432967,-103.42026635425125,-104.16277033674146,-104.60133106458244,1.7876
COSMOS_11697,-104.22946219048777,-105.29678575265854,-106.26966889378808,-103.79871329753922,-104.94522563340921,-105.88084138122376,2.148
COSMOS_11710,-101.44171509910414,-102.0473825871178,-102.34176864112747,-101.44171509910414,-102.0473825871178,-102.34176864112747,0.7074
COSMOS_11711,-101.21094350032996,-102.35829134925083,-103.17511267987612,-100.860907988414,-102.24126214571534,-103.10510047568718,0.756
COSMOS_11715,-102.94551449052653,-103.20095714193553,-103.32614257770395,-102.94551449052653,-103.20095714193553,-103.32614257770395,0.951
COSMOS_11721,-103.75481362514152,-104.33028302328096,-104.60228991074567,-103.75481362514152,-104.33028302328096,-104.60228991074567,1.0793
COSMOS_11723,-102.09339529202573,-103.34889239037079,-104.19604665428221,-101.86103545734107,-103.24138961464242,-104.10522794461427,0.4846
COSMOS_11726,-104.53303460649344,-105.44620425538068,-105.95451682590141,-104.53298471533412,-105.44615892731294,-105.95425712057137,0.8748
COSMOS_11736,-102.67558096394745,-104.60188135951498,-105.82558434314899,-102.65865715283196,-104.58243241400046,-105.77445571975424,0.6616
COSMOS_11739,-102.56887492323067,-102.84658607601133,-102.96174416079745,-102.29497430666572,-102.62559101456921,-102.69920335006597,1.3738
COSMOS_11740,-101.12983908286515,-101.7758672472969,-102.1036169514796,-101.12928702282079,-101.77522573450362,-102.09926942566688,0.9734
COSMOS_11742,-101.15498979967174,-101.78098444085015,-102.15573569683772,-101.13110287694835,-101.736770364962,-102.03115641897165,0.9596
COSMOS_11744,-102.14991471048235,-102.89241869297256,-103.33097942081352,-102.14991471048235,-102.89241869297256,-103.33097942081352,0.8868
COSMOS_11751,-101.00440319607046,-102.35991526442899,-103.28792559545087,-100.82510014170538,-102.24720692488624,-103.15916506149102,0.863
COSMOS_11755,-103.09263814893141,-104.91921700892854,-106.3678965569393,-102.98569471054763,-104.85557713819843,-106.30358158428984,0.6646
COSMOS_11757,-102.06833958408802,-102.4978842505266,-102.66600811082468,-102.03922172829358,-102.45331785878332,-102.56141432687934,1.082
COSMOS_11760,-101.82701170155882,-102.83295087641945,-103.46451905639391,-101.8000480889887,-102.80888403823185,-103.42845622755073,0.83
COSMOS_11763,-102.6471474648607,-103.12689441949846,-103.3851595291128,-102.48219605684508,-102.99208002127745,-103.21783360665192,1.2641
COSMOS_11769,-104.47398071716962,-104.93543285706434,-105.49333283173176,-103.3981442561942,-104.30884293647523,-105.0419493458464,2.7528
COSMOS_11779,-103.00006047037982,-103.58710121828295,-103.96877835702712,-102.7683079195813,-103.44039988676393,-103.82789772247943,1.9104
COSMOS_11785,-103.96731494493359,-104.45624469846707,-104.63817139235223,-103.9601011820368,-104.45030880067114,-104.63043267038756,1.8592
COSMOS_11789,-98.19334112779744,-99.39984135546722,-100.43524875986833,-98.14146994030459,-99.38190937794846,-100.42632508510329,0.2674
COSMOS_11793,-99.35369083530907,-100.26686504728788,-100.77496324054633,-99.35369083530907,-100.26686504728788,-100.77496324054633,0.4277
COSMOS_11794,-101.75364844936105,-102.3593159373747,-102.65370199138438,-101.75364844936105,-102.3593159373747,-102.65370199138438,0.8971
COSMOS_1180,-102.0099241718831,-102.79320196076092,-103.29987493976837,-102.0099241718831,-102.79320196076092,-103.29987493976837,0.7659
COSMOS_11802,-105.2332532036617,-105.76201340509186,-106.1236430349818,-105.1799934363742,-105.71117492266282,-106.0554267746253,1.4606
COSMOS_11811,-103.93612896824676,-104.67863295073697,-105.11719367857793,-103.93612896824676,-104.67863295073697,-105.11719367857793,0.9557
COSMOS_11817,-104.30373695032398,-105.93077442871483,-107.30444441390415,-104.30310021165447,-105.92977776251968,-107.30216719019204,0.4178
COSMOS_11821,-103.18222885546412,-103.59632498595386,-103.70442145404988,-103.18222885546412,-103.59632498595386,-103.70442145404988,0.7566
COSMOS_11822,-103.5347118827201,-103.9917074968458,-104.15228581484945,-103.5347118827201,-103.9917074968458,-104.15228581484945,1.2272
COSMOS_11831,-102.36638098720928,-103.5782891254056,-104.67164660633847,-101.74585921239613,-103.1566035573505,-104.26330177297675,1.7034
COSMOS_11832,-104.23703675957907,-105.28333339565816,-106.16256752955904,-104.18728660123479,-105.26336213561996,-106.15108879895683,1.8055
COSMOS_11833,-105.2446617691364,-106.02035212384149,-106.83753996107686,-104.16429913956537,-105.31081147543534,-106.24642722324991,2.1516
COSMOS_11837,-103.29530290295408,-103.76274400670178,-104.32496883370521,-102.45831942513576,-103.25641061857499,-103.95620119884278,1.9679
COSMOS_11838,-101.41592496752958,-102.73395014722732,-103.58684901926702,-101.31666426735242,-102.69701842465375,-103.56085675462559,0.9154
COSMOS_11842,-104.99496699640572,-105.91553609067151,-106.47031301812785,-104.91741823710932,-105.87341549916992,-106.4311590763103,0.6936
COSMOS_11845,-101.23959452285354,-102.15276873483235,-102.6608669280908,-101.23959452285354,-102.15276873483235,-102.6608669280908,0.7054
COSMOS_11846,-103.29013917976471,-103.47287702366964,-103.48688868339273,-103.29013917976471,-103.47287702366964,-103.48688868339273,1.7992
COSMOS_11848,-104.00659303575596,-104.46358864988169,-104.62416696788529,-104.00659303575596,-104.46358864988169,-104.62416696788529,1.0381
COSMOS_11849,-104.25309517958567,-105.85868131280242,-107.39192288912356,-104.22408311153131,-105.84385234664006,-107.38231446882985,0.9447
COSMOS_11857,-101.74884826105182,-102.09983761926337,-102.18195595150357,-101.74884826105182,-102.09983761926337,-102.18195595150357,0.8883
COSMOS_11861,-103.1787923445996,-103.82473105628243,-104.14877474744569,-103.1787923445996,-103.82473105628243,-104.14877474744569,0.9765
COSMOS_11865,-103.51816885730516,-104.50352620394058,-105.12497481108163,-103.45624720561457,-104.46508315485772,-105.0846553441766,1.2348
COSMOS_11866,-102.00559354159071,-102.58106293973015,-102.85306982719487,-102.00559354159071,-102.58106293973015,-102.85306982719487,0.8889
COSMOS_11867,-101.7301758482871,-102.24005981271947,-102.46581339809396,-101.7301758482871,-102.24005981271947,-102.46581339809396,0.3556
COSMOS_11868,-101.91129232801516,-102.61356670311864,-103.02301582234607,-101.91129232801516,-102.61356670311864,-103.02301582234607,1.5136
COSMOS_11870,-103.33856785040007,-103.7121329699204,-103.83903825380983,-103.33856785040007,-103.7121329699204,-103.83903825380983,2.0718
COSMOS_11872,-101.89001951662834,-103.15995216018722,-104.06379714746751,-101.55788972981523,-102.93824388711656,-103.8020822170884,0.8537
COSMOS_11878,-102.70967148585004,-103.50065822575169,-103.98785934283566,-102.47130314238241,-103.38447735436122,-103.89257554761969,1.5279
COSMOS_11883,-102.93357202759061,-104.42264088141194,-105.89852306404856,-102.84569888878893,-104.39468198161556,-105.88746757201943,1.2245
COSMOS_11890,-105.01739659042093,-106.27307792346977,-107.35262174537112,-105.00043539462489,-106.26481324847403,-107.34694899328545,0.5013
COSMOS_11893,-101.04172672192331,-101.61719612006274,-101.88920300752747,-101.04172672192331,-101.61719612006274,-101.88920300752747,0.8482
COSMOS_11896,-103.58590237218685,-105.5018134403207,-106.68563421610641,-103.58590237218685,-105.5018134403207,-106.68563421610641,0.2257
COSMOS_11897,-104.7734087248086,-105.68208343660373,-106.59279433501266,-104.6018908541984,-105.43088760871257,-106.13754270643011,2.1047
COSMOS_11900,-103.2520761398578,-103.99458012234801,-104.43314085018898,-103.2520761398578,-103.99458012234801,-104.43314085018898,0.8641
COSMOS_11909,-100.4380786817754,-100.85217481226513,-100.96027128036118,-100.4380786817754,-100.85217481226513,-100.96027128036118,0.2452
COSMOS_11914,-101.2658933129656,-102.27472926220877,-102.89430145152762,-101.2658933129656,-102.27472926220877,-102.89430145152762,0.8833
COSMOS_11915,-102.82612934402245,-103.33647008303603,-103.57435229939998,-102.82468816167302,-103.3345721261054,-103.56032571147986,1.5485
COSMOS_11917,-101.67112630007124,-102.41363028256144,-102.85219101040242,-101.67112630007124,-102.41363028256144,-102.85219101040242,1.0782
COSMOS_1192,-102.1446396484306,-102.88315285169173,-103.32037125798027,-102.1446396484306,-102.88315285169173,-103.32037125798027,0.652
COSMOS_11921,-103.63878699760762,-104.45591836422048,-104.95030287659303,-103.44299386793926,-104.35616807991808,-104.86426627317654,1.266
COSMOS_11922,-102.05609758114053,-102.51309319526625,-102.67367151326987,-102.05609758114053,-102.51309319526625,-102.67367151326987,1.2042
COSMOS_11924,-98.8992641219137,-99.81243833389252,-100.32053652715098,-98.8992641219137,-99.81243833389252,-100.32053652715098,0.2738
COSMOS_11927,-100.80758167654979,-102.18595611138853,-103.05871147856553,-100.80273677367194,-102.18309093097326,-103.0469292609451,0.8991
COSMOS_11929,-102.41131493592803,-103.03960193116086,-103.42416272133724,-102.29586488604494,-102.96795685322756,-103.35545468894307,1.5144
COSMOS_11936,-103.42713718735793,-104.25448086176955,-104.96060442456304,-103.42713718735793,-104.25448086176955,-104.96060442456304,1.0782
COSMOS_11941,-103.05668319613604,-103.96985048762618,-104.47827379409766,-103.05660752925101,-103.96978174122984,-104.47787993448829,0.6916
COSMOS_11942,-102.60782195060385,-103.44615853634022,-103.98902464707724,-102.60782195060385,-103.44615853634022,-103.98902464707724,0.7492
COSMOS_11945,-98.11808968750293,-99.0330915914911,-99.9483961299884,-97.65676651686869,-98.84511278102588,-99.84751009617072,0.2353
COSMOS_11956,-104.13792606160165,-104.62875849668252,-105.15323929287999,-103.0608923291205,-103.57077629355288,-103.79652987892734,2.5415
COSMOS_11958,-100.84837174382797,-101.30536735795368,-101.4659456759573,-100.84837174382797,-101.30536735795368,-101.4659456759573,0.8301
COSMOS_11966,-103.40630526451706,-105.02607449962582,-106.56453662181559,-103.40630526451706,-105.02607449962582,-106.56453662181559,1.8186
COSMOS_1198,-103.80448475125321,-104.72611568377798,-105.28098306055995,-103.7293047474837,-104.6853020095443,-105.24304558668464,0.906
COSMOS_11986,-103.84505465501934,-104.21922922964333,-104.59084723485951,-102.83667129497076,-103.34655525940313,-103.5723088447776,2.5613
COSMOS_11987,-101.30964468088806,-101.81952864532043,-102.04528223069491,-101.30964468088806,-101.81952864532043,-102.04528223069491,0.6853
COSMOS_11990,-103.62682479653341,-104.26382996575364,-104.75127917752894,-103.21692398322163,-103.91919835832509,-104.32864747755254,1.8978
COSMOS_11995,-104.53093340325951,-104.96679596445935,-105.53988374243406,-104.25730662351845,-104.73509898602843,-105.3298543946672,2.8021
COSMOS_11997,-101.25935496819899,-102.02942306897083,-102.51608697804556,-101.24940288692324,-102.02421120230262,-102.51177153851644,0.7148
COSMOS_12002,-100.63402783694696,-101.47236442268334,-102.01523053342036,-100.63402783694696,-101.47236442268334,-102.01523053342036,0.6014
COSMOS_12004,-104.0444229379514,-104.3955889418791,-104.660263354722,-103.67932036476489,-104.05934477056194,-104.2353907113552,3.3326
COSMOS_12006,-104.9136472754478,-105.80952450354349,-106.37967542662531,-104.73511745174612,-105.69111471380673,-106.24885829094708,1.2245
COSMOS_12009,-103.04040121209354,-103.45597311049012,-103.60931660976155,-103.04031972849626,-103.45441585898598,-103.56251232708202,2.8217
COSMOS_12011,-102.30967828291264,-102.88521929374753,-103.15948876285951,-102.30937985626153,-102.88484925440095,-103.15685614186566,1.6225
COSMOS_12014,-101.44470312813274,-102.09064846931825,-102.41496726464032,-101.4446622251684,-102.09060093685123,-102.41464462801447,0.4735
COSMOS_12019,-100.80993869952728,-101.66564477285431,-102.21435631313429,-100.80993869952728,-101.66564477285431,-102.21435631313429,0.898
COSMOS_12020,-102.72780744550722,-103.41699434882152,-103.79208006493819,-102.72780744550722,-103.41699434882152,-103.79208006493819,0.9023
COSMOS_12022,-100.59642827495185,-101.50960248693067,-102.01770068018914,-100.59642827495185,-101.50960248693067,-102.01770068018914,0.652
COSMOS_12030,-100.47918254357192,-100.91461660061705,-101.21113448477062,-100.47918254357192,-100.91461660061705,-101.21113448477062,0.5199
COSMOS_12034,-102.95428970528161,-103.91181936914344,-104.78818766461953,-102.95428970528161,-103.91181936914344,-104.78818766461953,0.8301
COSMOS_12038,-98.21599088961726,-99.22482683886042,-99.84439902817927,-98.21599088961726,-99.22482683886042,-99.84439902817927,0.2607
COSMOS_12040,-105.00668949163776,-106.4063996020021,-107.51040105653807,-104.98745681710565,-106.39820116206002,-107.50489937768627,0.9409
COSMOS_12042,-101.22526548309733,-102.24611564770136,-102.92623624493407,-101.1826220831569,-102.19145803240005,-102.81103022171892,1.0803
COSMOS_12043,-100.96741382861512,-101.47729779304751,-101.70305137842197,-100.96741382861512,-101.47729779304751,-101.70305137842197,0.3575
COSMOS_12053,-102.82405819787442,-103.33126109177451,-103.60401004808051,-102.7226051472719,-103.23248911170425,-103.45824269707875,2.0646
COSMOS_12054,-101.68618008805805,-102.5032919476042,-103.00783089763658,-101.45656979892172,-102.36974401090053,-102.877842204159,0.747
COSMOS_12055,-104.46061430511415,-105.46918123076341,-106.089871734348,-104.45813520901237,-105.46697115825552,-106.08654334757439,0.9612
COSMOS_12056,-104.48537648967402,-105.33826873934076,-105.84417171688261,-104.34463334280848,-105.25780755478729,-105.76590574804575,1.5225
COSMOS_12059,-103.99957059922114,-104.50810278069405,-104.75779090931772,-103.94957194105129,-104.45945590548365,-104.68520949085813,1.616
COSMOS_1206,-101.613854632603,-102.3563586150932,-102.79491934293416,-101.613854632603,-102.3563586150932,-102.79491934293416,0.7703
COSMOS_12061,-104.08380179379432,-104.83048428549424,-105.52977865862941,-103.75518168354913,-104.58252535796075,-105.28864892075426,2.6552
COSMOS_12063,-101.2929066355349,-102.07620165152682,-102.58635080652519,-101.29218868849223,-102.07546647737004,-102.5821394563775,0.6727
COSMOS_12064,-104.29455934689949,-104.52786126183518,-104.81537934318342,-103.03735636942437,-103.46385982386606,-103.65689724089708,2.9627
COSMOS_12066,-104.8832110835302,-105.38645811453955,-105.72522765963909,-104.61284457871015,-105.12272854314253,-105.348482128517,2.1318
COSMOS_12068,-103.92579641344668,-104.61498331676097,-104.99006903287764,-103.92579641344668,-104.61498331676097,-104.99006903287764,0.9427
COSMOS_12069,-106.3739047181835,-106.83648039253988,-107.11323828228183,-106.10480341765182,-106.6146873820842,-106.84044096745866,2.1154
COSMOS_12072,-104.54327663029966,-104.75028954875074,-105.0127428576397,-103.1179763006165,-103.62786026504887,-103.85361385042336,2.983
COSMOS_12078,-98.99726366191891,-99.71311381245714,-100.53651735556228,-98.54114690457868,-99.48533420670782,-100.40392491906474,0.2237
COSMOS_12080,-103.86470978887964,-104.51961023157124,-105.17781527262255,-103.8451224791932,-104.50296825268555,-105.16095479313634,1.8917
COSMOS_12082,-100.74137335780166,-101.65454756978049,-102.16264576303894,-100.74137335780166,-101.65454756978049,-102.16264576303894,0.6165
COSMOS_12086,-104.47486545619591,-104.97851512336887,-105.31073478676574,-104.22291334431405,-104.73279730874643,-104.9585508941209,2.1413
COSMOS_12092,-102.57634146379442,-103.7228537996644,-104.65846954747896,-102.57634146379442,-103.7228537996644,-104.65846954747896,1.4688
COSMOS_12093,-101.77395247863147,-102.20045593307316,-102.39349335010417,-101.77395247863147,-102.20045593307316,-102.39349335010417,0.9562
