id,z,field
12601,0.7335,cosmos
12603,0.2329,cosmos
12605,0.8999,cosmos
12606,3.453,cosmos
12611,0.896,cosmos
12612,1.4822,cosmos
12613,3.4581,cosmos
12614,1.917,cosmos
12615,1.6042,cosmos
12616,0.9308,cosmos
12617,0.8178,cosmos
12618,0.8656,cosmos
12619,0.3377,cosmos
12620,1.932,cosmos
12622,2.3302,cosmos
12624,0.8529,cosmos
12627,1.2332,cosmos
12629,1.0809,cosmos
12630,2.4667,cosmos
12631,1.2053,cosmos
12633,0.3458,cosmos
12634,1.8713,cosmos
12635,1.0878,cosmos
12636,0.9898,cosmos
12638,2.6585,cosmos
12639,4.4464,cosmos
12640,0.7572,cosmos
12641,3.4651,cosmos
12644,0.8592,cosmos
12646,0.9209,cosmos
12647,0.4144,cosmos
12649,1.4013,cosmos
12651,1.8157,cosmos
12653,1.0434,cosmos
12655,2.2765,cosmos
12656,1.7709,cosmos
12657,1.94,cosmos
12659,2.3766,cosmos
12660,0.6376,cosmos
12661,1.2866,cosmos
12662,1.9731,cosmos
12664,0.7311,cosmos
12665,0.4995,cosmos
12666,0.7823,cosmos
12667,1.6696,cosmos
12668,0.9401,cosmos
12669,0.6711,cosmos
12670,2.7123,cosmos
12672,2.6193,cosmos
12673,2.4044,cosmos
12674,0.7077,cosmos
12676,3.1215,cosmos
12677,1.4516,cosmos
12678,1.0491,cosmos
12679,3.4797,cosmos
12680,1.662,cosmos
12681,3.353,cosmos
12683,1.444,cosmos
12684,0.7494,cosmos
12685,0.806,cosmos
12686,0.9394,cosmos
12687,3.1472,cosmos
12688,0.9033,cosmos
12691,1.9001,cosmos
12692,0.9096,cosmos
12693,0.1311,cosmos
12694,0.8784,cosmos
12697,0.9914,cosmos
12698,0.9829,cosmos
12700,0.7523,cosmos
12702,1.002,cosmos
12703,2.1718,cosmos
12704,1.4972,cosmos
12705,0.7504,cosmos
12706,0.9162,cosmos
12709,0.7533,cosmos
12712,0.5384,cosmos
12713,0.9293,cosmos
12714,0.2061,cosmos
12717,0.2209,cosmos
12718,0.3535,cosmos
12719,1.1895,cosmos
12720,1.573,cosmos
12722,0.6573,cosmos
12725,0.3701,cosmos
12726,0.7583,cosmos
12728,1.9997,cosmos
12730,2.5531,cosmos
12731,3.6154,cosmos
12732,0.8905,cosmos
12735,1.9465,cosmos
12736,0.3566,cosmos
12737,1.3541,cosmos
12738,0.9532,cosmos
12739,1.0782,cosmos
12741,0.8824,cosmos
12742,1.4157,cosmos
12743,1.0003,cosmos
12747,1.214,cosmos
12749,3.2273,cosmos
12750,0.2265,cosmos
12751,1.9717,cosmos
12752,1.8333,cosmos
12753,1.174,cosmos
12754,1.0183,cosmos
12756,2.4127,cosmos
12757,0.8046,cosmos
12758,0.7881,cosmos
12759,3.4373,cosmos
12760,1.1623,cosmos
12761,0.6445,cosmos
12762,1.5329,cosmos
12764,0.2069,cosmos
12765,4.0078,cosmos
12767,0.4756,cosmos
12768,2.389,cosmos
12769,1.6295,cosmos
12771,0.6325,cosmos
12772,3.62,cosmos
12773,1.1436,cosmos
12776,3.5507,cosmos
12777,0.5999,cosmos
12778,2.4351,cosmos
12779,1.5861,cosmos
12780,2.2616,cosmos
12782,0.5469,cosmos
12783,0.364,cosmos
12784,0.8987,cosmos
12785,2.783,cosmos
12787,1.8684,cosmos
12788,2.4788,cosmos
12790,1.5238,cosmos
12791,0.7929,cosmos
12792,0.6557,cosmos
12794,0.4874,cosmos
12795,1.5339,cosmos
12797,0.9991,cosmos
12798,2.4538,cosmos
12799,0.8727,cosmos
12800,0.2172,cosmos
12803,0.5978,cosmos
12806,0.5932,cosmos
12807,2.5852,cosmos
12808,2.2684,cosmos
12813,1.1789,cosmos
12814,0.9769,cosmos
12815,1.5971,cosmos
12816,2.8234,cosmos
12817,0.7397,cosmos
12818,0.6924,cosmos
12822,0.898,cosmos
12823,2.4987,cosmos
12824,1.6296,cosmos
12825,0.8211,cosmos
12826,2.4443,cosmos
12827,0.5685,cosmos
12828,1.0672,cosmos
12830,2.8311,cosmos
12831,1.9383,cosmos
12832,0.7347,cosmos
12833,2.1558,cosmos
12835,3.5993,cosmos
12837,0.9253,cosmos
12838,3.2956,cosmos
12839,3.4873,cosmos
12840,0.9028,cosmos
12841,0.3432,cosmos
12843,0.9089,cosmos
12844,0.89,cosmos
12847,1.7808,cosmos
12848,0.3821,cosmos
12850,0.4022,cosmos
12852,0.9116,cosmos
12853,1.7841,cosmos
12855,0.5448,cosmos
12857,2.4804,cosmos
12858,1.3681,cosmos
12859,2.8282,cosmos
12861,0.3776,cosmos
12864,3.0346,cosmos
12865,0.436,cosmos
12866,1.2839,cosmos
12867,0.6359,cosmos
12868,1.1596,cosmos
12870,0.2134,cosmos
12873,1.3274,cosmos
12876,0.8967,cosmos
12878,0.7694,cosmos
12881,1.2093,cosmos
12883,0.7585,cosmos
12884,0.8731,cosmos
12886,1.0818,cosmos
12887,2.1935,cosmos
12888,3.4901,cosmos
12889,0.2174,cosmos
12890,1.5456,cosmos
12891,1.4985,cosmos
12893,0.4952,cosmos
12895,0.5944,cosmos
12900,0.2145,cosmos
12901,0.3622,cosmos
12902,1.6002,cosmos
12903,1.9549,cosmos
12904,3.1791,cosmos
12906,0.7643,cosmos
12907,0.3886,cosmos
12908,0.4602,cosmos
12909,3.1187,cosmos
12910,0.6647,cosmos
12912,2.9406,cosmos
12914,2.7048,cosmos
12915,0.7599,cosmos
12916,0.9124,cosmos
12917,0.9625,cosmos
12918,0.3559,cosmos
12919,2.5662,cosmos
12920,0.4569,cosmos
12921,3.8897,cosmos
12922,3.3513,cosmos
12923,1.275,cosmos
12924,0.5663,cosmos
12925,1.5516,cosmos
12926,0.7889,cosmos
12927,0.6952,cosmos
12928,2.879,cosmos
12929,1.0899,cosmos
12930,0.9003,cosmos
12932,3.4374,cosmos
12934,0.6467,cosmos
12936,1.7552,cosmos
12938,1.1402,cosmos
12939,1.5494,cosmos
12940,1.0803,cosmos
12941,1.3061,cosmos
12942,0.3213,cosmos
12943,0.743,cosmos
12944,4.6466,cosmos
12946,0.8158,cosmos
12948,1.0445,cosmos
12950,1.9204,cosmos
12952,2.0731,cosmos
12953,0.5005,cosmos
12954,4.5744,cosmos
12955,0.1468,cosmos
12957,0.1865,cosmos
12958,4.1477,cosmos
12959,0.8906,cosmos
12960,3.4333,cosmos
12962,3.2463,cosmos
12963,0.5089,cosmos
12966,0.9443,cosmos
12968,0.2717,cosmos
12969,2.7965,cosmos
12970,0.585,cosmos
12972,0.475,cosmos
12975,0.7481,cosmos
12976,0.3607,cosmos
12977,2.2141,cosmos
12978,1.2409,cosmos
12979,0.34,cosmos
12980,2.855,cosmos
12985,0.9115,cosmos
12986,1.6811,cosmos
12988,2.1987,cosmos
12989,0.6488,cosmos
12990,0.8901,cosmos
12991,2.4628,cosmos
12992,1.6632,cosmos
12993,0.72,cosmos
12994,0.8885,cosmos
12995,0.1942,cosmos
12996,2.3505,cosmos
12997,0.6988,cosmos
13000,0.6401,cosmos
13001,2.7447,cosmos
13003,0.3675,cosmos
13006,0.4596,cosmos
13008,1.6304,cosmos
13010,2.1658,cosmos
13011,1.8119,cosmos
13012,0.6567,cosmos
13014,1.7004,cosmos
13015,2.4853,cosmos
13016,0.9314,cosmos
13018,0.9087,cosmos
13021,1.4764,cosmos
13022,0.14,cosmos
13023,0.5978,cosmos
13027,0.4104,cosmos
13030,1.5242,cosmos
13031,3.8399,cosmos
13034,0.8884,cosmos
13035,0.3699,cosmos
13036,0.9656,cosmos
13039,0.5757,cosmos
13040,0.3516,cosmos
13041,0.8341,cosmos
13042,0.9326,cosmos
13043,1.5434,cosmos
13046,2.212,cosmos
13047,0.9488,cosmos
13050,1.4702,cosmos
13051,1.6788,cosmos
13052,0.9257,cosmos
13053,1.6283,cosmos
13055,0.4958,cosmos
13058,0.3963,cosmos
13061,0.1804,cosmos
13065,1.4369,cosmos
13066,1.5608,cosmos
13068,0.3513,cosmos
13070,0.4491,cosmos
13072,0.5764,cosmos
13073,0.5933,cosmos
13074,0.6119,cosmos
13076,1.8064,cosmos
13077,1.5183,cosmos
13078,3.4491,cosmos
13079,3.2829,cosmos
13081,0.9745,cosmos
13082,1.83,cosmos
13083,0.7438,cosmos
13084,0.8824,cosmos
13086,0.9858,cosmos
13088,2.1221,cosmos
13092,0.951,cosmos
13093,3.032,cosmos
13095,0.8097,cosmos
13096,0.8974,cosmos
13097,0.6887,cosmos
13098,0.8157,cosmos
13100,0.3067,cosmos
13102,0.6999,cosmos
13103,1.225,cosmos
13104,4.5825,cosmos
13107,1.7559,cosmos
13108,2.4194,cosmos
13109,0.3895,cosmos
13110,2.8377,cosmos
13114,0.9028,cosmos
13115,0.2408,cosmos
13116,1.4801,cosmos
13117,0.8738,cosmos
13118,2.7725,cosmos
13120,1.2405,cosmos
13121,0.3214,cosmos
13123,3.9811,cosmos
13125,0.3085,cosmos
13127,1.7572,cosmos
13129,2.1534,cosmos
13130,2.4164,cosmos
13131,0.9602,cosmos
13132,2.1296,cosmos
13133,0.7132,cosmos
13134,0.3652,cosmos
13136,1.5858,cosmos
13137,1.1908,cosmos
13140,1.3398,cosmos
13141,0.7558,cosmos
13142,2.058,cosmos
13143,4.1651,cosmos
13144,2.1439,cosmos
13146,3.3098,cosmos
13149,0.3754,cosmos
13150,2.2746,cosmos
13151,0.7052,cosmos
13152,2.4546,cosmos
13153,0.7283,cosmos
13154,1.0979,cosmos
13155,0.9175,cosmos
13156,2.9524,cosmos
13157,1.7583,cosmos
13158,1.9756,cosmos
13161,0.5415,cosmos
13162,0.5588,cosmos
13163,1.2782,cosmos
13164,3.0284,cosmos
13165,0.9396,cosmos
13166,2.3072,cosmos
13167,0.6901,cosmos
13169,0.9153,cosmos
13170,1.7669,cosmos
13172,1.5902,cosmos
13173,2.7063,cosmos
13174,1.6783,cosmos
13175,1.7455,cosmos
13177,0.9845,cosmos
13178,1.7981,cosmos
13179,1.1619,cosmos
13180,1.2061,cosmos
13185,0.5162,cosmos
13186,0.2437,cosmos
13189,1.5721,cosmos
13191,1.0933,cosmos
13192,3.5484,cosmos
13193,2.3985,cosmos
13194,0.3407,cosmos
13195,1.8897,cosmos
13196,0.2639,cosmos
13197,0.8701,cosmos
13198,0.7153,cosmos
13199,0.5754,cosmos
13201,0.2277,cosmos
13202,1.5352,cosmos
13204,1.6504,cosmos
13207,1.6392,cosmos
13209,0.9623,cosmos
13212,3.055,cosmos
13213,1.7193,cosmos
13214,0.6296,cosmos
13216,2.3991,cosmos
13217,0.2938,cosmos
13218,0.7409,cosmos
13219,0.8657,cosmos
13220,1.5383,cosmos
13221,1.3656,cosmos
13222,3.2921,cosmos
13223,0.6729,cosmos
13225,1.9242,cosmos
13226,1.6852,cosmos
13229,1.2667,cosmos
13230,1.0465,cosmos
13232,0.7365,cosmos
13233,3.1589,cosmos
13235,0.6624,cosmos
13236,1.2149,cosmos
13237,1.5688,cosmos
13239,0.4705,cosmos
13240,2.1112,cosmos
13243,2.4182,cosmos
13244,0.6138,cosmos
13245,2.8781,cosmos
13247,0.6804,cosmos
13248,1.7722,cosmos
13249,2.5982,cosmos
13250,1.244,cosmos
13252,1.7464,cosmos
13253,0.5659,cosmos
13254,0.8366,cosmos
13255,1.3442,cosmos
13256,1.2297,cosmos
13257,2.4014,cosmos
13258,1.5667,cosmos
13259,0.9018,cosmos
13260,1.353,cosmos
13261,0.5818,cosmos
13263,0.7374,cosmos
13264,2.4121,cosmos
13265,1.8087,cosmos
13266,0.6348,cosmos
13267,0.2256,cosmos
13268,1.1657,cosmos
13269,3.5975,cosmos
13271,0.2388,cosmos
13274,0.8897,cosmos
13275,1.8909,cosmos
13276,0.1909,cosmos
13277,0.1903,cosmos
13278,0.753,cosmos
13280,0.2302,cosmos
13281,0.5643,cosmos
13283,2.9835,cosmos
13284,1.6831,cosmos
13285,1.2727,cosmos
13286,0.8494,cosmos
13287,0.7532,cosmos
13288,1.5834,cosmos
13290,3.1862,cosmos
13291,1.6282,cosmos
13292,0.4831,cosmos
13294,1.3552,cosmos
13296,1.7918,cosmos
13299,2.4748,cosmos
13301,0.5346,cosmos
13302,0.3517,cosmos
13303,0.5156,cosmos
13305,1.3621,cosmos
13306,0.1734,cosmos
13307,1.5669,cosmos
13309,1.5647,cosmos
13310,0.4651,cosmos
13313,2.6045,cosmos
13314,1.1806,cosmos
13318,1.595,cosmos
13319,0.6859,cosmos
13320,0.2132,cosmos
13322,1.0775,cosmos
13324,0.4684,cosmos
13325,0.59,cosmos
13326,2.5948,cosmos
13327,1.7562,cosmos
13329,2.1413,cosmos
13332,1.6833,cosmos
13333,0.8988,cosmos
13334,2.9526,cosmos
13335,1.2491,cosmos
13337,4.567,cosmos
13338,1.4225,cosmos
13339,1.0938,cosmos
13340,3.0258,cosmos
13341,0.5489,cosmos
13342,0.9109,cosmos
13347,0.7295,cosmos
13349,0.8532,cosmos
13350,0.2999,cosmos
13352,1.0577,cosmos
13354,0.9687,cosmos
13357,0.9815,cosmos
13359,0.4676,cosmos
13360,3.3893,cosmos
13363,4.4145,cosmos
13364,3.7524,cosmos
13365,0.469,cosmos
13367,1.5086,cosmos
13368,3.6771,cosmos
13370,2.7958,cosmos
13372,0.3255,cosmos
13376,2.4544,cosmos
13379,2.0829,cosmos
13380,0.2124,cosmos
13381,4.4806,cosmos
13382,0.4384,cosmos
13384,2.5361,cosmos
13386,1.8118,cosmos
13387,0.1797,cosmos
13388,1.545,cosmos
13389,0.164,cosmos
13390,2.4651,cosmos
13392,0.4724,cosmos
13394,0.3315,cosmos
13395,0.2977,cosmos
13396,3.1085,cosmos
13397,3.0914,cosmos
13399,2.9631,cosmos
13401,0.9424,cosmos
13402,0.8983,cosmos
13403,1.9512,cosmos
13404,2.5242,cosmos
13405,2.6108,cosmos
13407,2.8699,cosmos
13409,1.1992,cosmos
13411,3.3962,cosmos
13412,0.7877,cosmos
13413,1.4613,cosmos
13414,1.1517,cosmos
13415,2.9205,cosmos
13417,0.8788,cosmos
13418,2.3079,cosmos
13419,1.6759,cosmos
13421,0.9909,cosmos
13422,0.9575,cosmos
13424,1.5988,cosmos
13427,1.531,cosmos
13428,1.5112,cosmos
13429,1.4393,cosmos
13430,0.4803,cosmos
13431,1.2034,cosmos
13432,2.1247,cosmos
13433,0.4634,cosmos
13434,2.5511,cosmos
13435,1.3549,cosmos
13437,2.8039,cosmos
13439,1.404,cosmos
13441,2.8124,cosmos
13443,0.4731,cosmos
13444,1.5859,cosmos
13445,2.9713,cosmos
13448,3.2006,cosmos
13449,1.4473,cosmos
13450,2.0371,cosmos
13451,0.7386,cosmos
13453,2.4274,cosmos
13455,2.3981,cosmos
13456,1.4683,cosmos
13457,2.5243,cosmos
13458,0.6513,cosmos
13459,3.182,cosmos
13462,2.6697,cosmos
13463,1.7247,cosmos
13467,1.4451,cosmos
13470,1.2525,cosmos
13471,0.1126,cosmos
13472,0.7352,cosmos
13473,0.6658,cosmos
13475,1.5435,cosmos
13476,1.2896,cosmos
13477,0.529,cosmos
13478,0.9852,cosmos
13481,0.7248,cosmos
13482,0.2362,cosmos
13483,0.8909,cosmos
13485,0.3297,cosmos
13486,0.955,cosmos
13488,1.5099,cosmos
13490,0.682,cosmos
13493,2.1852,cosmos
13494,0.9382,cosmos
13495,0.8007,cosmos
13496,0.9585,cosmos
13498,1.2561,cosmos
13500,1.514,cosmos
13501,0.4694,cosmos
13502,1.0597,cosmos
13503,2.8563,cosmos
13505,2.4992,cosmos
13507,0.1482,cosmos
13508,0.2912,cosmos
13509,2.6093,cosmos
13510,0.2255,cosmos
13511,0.6182,cosmos
13512,0.7813,cosmos
13515,3.3963,cosmos
13516,0.9185,cosmos
13518,1.9468,cosmos
13519,0.9025,cosmos
13521,4.0536,cosmos
13523,0.7985,cosmos
13524,0.8202,cosmos
13525,0.2108,cosmos
13526,2.2456,cosmos
13527,1.7293,cosmos
13528,3.4788,cosmos
13529,1.0187,cosmos
13531,0.9785,cosmos
13532,0.7334,cosmos
13535,1.9414,cosmos
13536,0.1172,cosmos
13537,0.2788,cosmos
13538,0.4965,cosmos
13539,0.8193,cosmos
13540,0.5126,cosmos
13541,1.2989,cosmos
13542,1.4433,cosmos
13543,1.128,cosmos
13544,2.8443,cosmos
13545,1.9244,cosmos
13546,0.8031,cosmos
13548,2.1059,cosmos
13549,3.8449,cosmos
13551,1.6017,cosmos
13552,2.807,cosmos
13553,3.3908,cosmos
13554,0.1815,cosmos
13556,0.123,cosmos
13557,3.4342,cosmos
13558,3.0981,cosmos
13560,0.3741,cosmos
13562,0.6472,cosmos
13563,0.4969,cosmos
13565,1.5747,cosmos
13567,3.163,cosmos
13569,0.7019,cosmos
13572,1.0397,cosmos
13574,0.9286,cosmos
13575,0.9872,cosmos
13576,0.9216,cosmos
13577,1.0944,cosmos
13581,2.5986,cosmos
13582,0.7397,cosmos
13583,0.2237,cosmos
13584,0.7912,cosmos
13585,1.5603,cosmos
13586,0.5771,cosmos
13587,1.9105,cosmos
13590,0.7489,cosmos
13591,4.8366,cosmos
13594,2.8693,cosmos
13600,0.264,cosmos
13601,1.9688,cosmos
13602,0.8743,cosmos
13603,2.033,cosmos
13604,0.6241,cosmos
13605,4.4586,cosmos
13606,1.1619,cosmos
13610,4.5715,cosmos
13611,3.3573,cosmos
13613,0.5087,cosmos
13614,0.3675,cosmos
13615,2.1348,cosmos
13616,2.7188,cosmos
13618,0.6043,cosmos
13620,2.6328,cosmos
13621,0.367,cosmos
13623,2.3371,cosmos
13624,0.9392,cosmos
13626,0.6315,cosmos
13628,0.6939,cosmos
13629,2.2112,cosmos
13630,1.2579,cosmos
13632,3.0112,cosmos
13633,0.3348,cosmos
13634,0.5891,cosmos
13635,2.1013,cosmos
13638,0.393,cosmos
13639,2.4154,cosmos
13641,0.4335,cosmos
13642,1.0621,cosmos
13644,1.0133,cosmos
13645,0.3561,cosmos
13646,0.8271,cosmos
13647,0.9839,cosmos
13648,1.8186,cosmos
13649,0.2801,cosmos
13650,1.1392,cosmos
13651,0.6014,cosmos
13652,1.52,cosmos
13653,0.5529,cosmos
13654,2.7542,cosmos
13655,0.4706,cosmos
13657,1.2114,cosmos
13658,2.0452,cosmos
13661,0.5905,cosmos
13664,0.7187,cosmos
13665,0.4156,cosmos
13666,0.5361,cosmos
13667,0.3976,cosmos
13668,1.5494,cosmos
13669,3.3496,cosmos
13671,0.5018,cosmos
13672,1.8187,cosmos
13673,0.6634,cosmos
13674,2.7122,cosmos
13675,1.6154,cosmos
13676,4.7794,cosmos
13677,0.7769,cosmos
13678,1.3348,cosmos
13680,2.1196,cosmos
13682,0.4947,cosmos
13684,0.988,cosmos
13685,0.528,cosmos
13688,2.04,cosmos
13689,0.3534,cosmos
13694,1.0815,cosmos
13695,2.7217,cosmos
13696,0.6878,cosmos
13699,0.7755,cosmos
13702,1.4978,cosmos
13705,4.402,cosmos
13706,0.4489,cosmos
13708,0.1702,cosmos
13709,2.6892,cosmos
13712,0.6051,cosmos
13716,0.5607,cosmos
13717,0.7456,cosmos
13718,0.9268,cosmos
13719,3.1317,cosmos
13720,4.306,cosmos
13721,1.2795,cosmos
13722,0.7727,cosmos
13723,0.5341,cosmos
13726,1.2285,cosmos
13727,2.2035,cosmos
13732,0.2792,cosmos
13733,3.9153,cosmos
13734,2.3895,cosmos
13736,0.1716,cosmos
13737,0.7595,cosmos
13739,2.4052,cosmos
13740,1.5568,cosmos
13741,0.4771,cosmos
13742,0.6499,cosmos
13743,1.8078,cosmos
13745,0.9618,cosmos
13746,1.3179,cosmos
13747,0.7944,cosmos
13748,1.212,cosmos
13749,0.5504,cosmos
13750,2.551,cosmos
13751,0.7135,cosmos
13755,1.2738,cosmos
13756,1.2279,cosmos
13757,1.6872,cosmos
13758,0.7751,cosmos
13759,1.0968,cosmos
13760,1.6971,cosmos
13761,3.1079,cosmos
13762,2.8889,cosmos
13764,0.9538,cosmos
13766,1.5,cosmos
13767,0.5192,cosmos
13769,0.8613,cosmos
13771,1.7678,cosmos
13773,2.5959,cosmos
13774,1.3737,cosmos
13776,0.2449,cosmos
13777,0.5613,cosmos
13778,1.2998,cosmos
13780,0.7676,cosmos
13781,0.7476,cosmos
13782,1.1308,cosmos
13783,0.3396,cosmos
13784,0.9154,cosmos
13786,1.6823,cosmos
13787,0.7726,cosmos
13789,0.9643,cosmos
13792,0.1389,cosmos
13793,0.7031,cosmos
13794,0.9206,cosmos
13795,1.0445,cosmos
13796,2.039,cosmos
13797,0.3369,cosmos
13799,1.9709,cosmos
13800,2.4116,cosmos
13801,0.2186,cosmos
13802,2.6825,cosmos
13803,0.9394,cosmos
13804,1.8496,cosmos
13805,3.2391,cosmos
13806,1.9112,cosmos
13808,0.5247,cosmos
13809,0.4539,cosmos
13810,1.6349,cosmos
13811,1.2063,cosmos
13812,0.5135,cosmos
13813,2.3348,cosmos
13814,2.8344,cosmos
13816,0.4581,cosmos
13817,0.4288,cosmos
13820,0.4837,cosmos
13821,1.396,cosmos
13822,0.2975,cosmos
13825,1.1957,cosmos
13827,1.0435,cosmos
13828,0.8348,cosmos
13829,3.7,cosmos
13830,1.5076,cosmos
13831,2.1688,cosmos
13832,0.8432,cosmos
13833,0.756,cosmos
13835,0.2411,cosmos
13837,0.1821,cosmos
13840,2.9041,cosmos
13842,0.8914,cosmos
13843,3.5003,cosmos
13844,0.147,cosmos
13845,3.1829,cosmos
13846,0.6673,cosmos
13847,0.7922,cosmos
13849,0.7109,cosmos
13850,0.8096,cosmos
13852,0.9153,cosmos
13853,2.0619,cosmos
13854,2.7109,cosmos
13855,0.3175,cosmos
13856,1.3928,cosmos
13857,4.8771,cosmos
13859,1.1469,cosmos
13861,0.1889,cosmos
13862,0.9012,cosmos
13864,1.4366,cosmos
13865,0.7202,cosmos
13866,1.4611,cosmos
13868,1.8371,cosmos
13869,3.3817,cosmos
13870,0.1335,cosmos
13871,1.082,cosmos
13875,0.7204,cosmos
13876,0.3616,cosmos
13882,2.4563,cosmos
13884,0.6001,cosmos
13889,0.4873,cosmos
13891,1.7833,cosmos
13892,0.6016,cosmos
13894,2.4788,cosmos
13895,0.6514,cosmos
13896,0.2063,cosmos
13897,0.9081,cosmos
13900,0.7743,cosmos
13901,0.9571,cosmos
13902,1.2451,cosmos
13903,3.2329,cosmos
13904,0.7248,cosmos
13907,1.8592,cosmos
13908,0.4781,cosmos
13910,0.3466,cosmos
13911,1.8063,cosmos
13914,1.1006,cosmos
13915,3.4967,cosmos
13916,1.8707,cosmos
13917,0.579,cosmos
13918,0.7452,cosmos
13919,2.12,cosmos
13920,0.3663,cosmos
13921,0.1784,cosmos
13922,3.7118,cosmos
13923,2.6962,cosmos
13925,3.542,cosmos
13926,2.9345,cosmos
13927,1.5947,cosmos
13928,2.9792,cosmos
13929,0.5996,cosmos
13930,1.8875,cosmos
13931,1.2749,cosmos
13932,0.61,cosmos
13933,1.5797,cosmos
13934,0.7994,cosmos
13935,1.0353,cosmos
13937,4.5121,cosmos
13938,0.9331,cosmos
13940,0.6209,cosmos
13941,0.433,cosmos
13942,2.7566,cosmos
13943,0.3059,cosmos
13945,2.2513,cosmos
13946,1.6136,cosmos
13948,0.1724,cosmos
13950,0.609,cosmos
13951,1.0815,cosmos
13952,1.1605,cosmos
13953,0.4782,cosmos
13957,4.7816,cosmos
13958,0.4562,cosmos
13960,0.3289,cosmos
13961,0.4364,cosmos
13964,0.3776,cosmos
13966,1.9207,cosmos
13967,0.9604,cosmos
13968,0.1636,cosmos
13969,0.5733,cosmos
13970,0.8987,cosmos
13972,0.899,cosmos
13974,2.4182,cosmos
13976,3.4302,cosmos
13977,2.1751,cosmos
13981,1.8285,cosmos
13983,0.7316,cosmos
13984,0.7379,cosmos
13985,1.1812,cosmos
13986,1.5287,cosmos
13987,0.284,cosmos
13989,1.5689,cosmos
13991,1.8277,cosmos
13992,1.0957,cosmos
13993,1.0448,cosmos
13995,1.703,cosmos
13996,3.1962,cosmos
13998,1.1011,cosmos
14000,3.9539,cosmos
14001,1.3872,cosmos
14002,2.6435,cosmos
14005,2.5413,cosmos
14006,2.0927,cosmos
14007,0.6,cosmos
14008,0.5798,cosmos
14009,3.4125,cosmos
14013,0.3709,cosmos
14014,0.7603,cosmos
14017,0.5497,cosmos
14019,0.9136,cosmos
14020,2.3516,cosmos
14021,0.3739,cosmos
14022,1.5718,cosmos
14024,0.5471,cosmos
14029,0.7767,cosmos
14030,1.2897,cosmos
14031,0.2157,cosmos
14032,0.6377,cosmos
14033,2.5516,cosmos
14034,0.8981,cosmos
14035,3.7977,cosmos
14039,2.8676,cosmos
14040,0.8786,cosmos
14041,0.5731,cosmos
14042,0.3317,cosmos
14043,1.7274,cosmos
14044,0.5451,cosmos
14045,3.4798,cosmos
14046,1.0197,cosmos
14047,0.347,cosmos
14049,1.5963,cosmos
14053,0.8775,cosmos
14056,1.3141,cosmos
14058,0.7135,cosmos
14059,0.6706,cosmos
14060,3.158,cosmos
14061,0.3473,cosmos
14062,1.5837,cosmos
14063,0.6917,cosmos
14064,1.6217,cosmos
14068,1.1994,cosmos
14069,0.4211,cosmos
14070,0.7926,cosmos
14072,0.812,cosmos
14073,3.4501,cosmos
14075,2.0759,cosmos
14076,2.2754,cosmos
14077,1.9152,cosmos
14078,1.9134,cosmos
14079,0.554,cosmos
14080,3.4378,cosmos
14081,0.6851,cosmos
14083,1.2337,cosmos
14085,3.5075,cosmos
14086,4.5292,cosmos
14087,0.9202,cosmos
14088,2.5719,cosmos
14089,2.1142,cosmos
14091,1.0912,cosmos
14094,2.7885,cosmos
14095,1.8138,cosmos
14096,1.1266,cosmos
14097,0.4773,cosmos
14098,0.4854,cosmos
14099,0.923,cosmos
14100,1.9756,cosmos
14101,3.5003,cosmos
14102,1.2096,cosmos
14104,0.1126,cosmos
14105,2.5431,cosmos
14106,2.8751,cosmos
14107,0.4842,cosmos
14110,0.5998,cosmos
14111,1.0628,cosmos
14112,0.6037,cosmos
14114,0.2951,cosmos
14116,0.8895,cosmos
14117,1.0974,cosmos
14119,0.2351,cosmos
14121,0.9068,cosmos
14122,0.7486,cosmos
14123,1.6319,cosmos
14126,2.3413,cosmos
14127,0.8886,cosmos
14128,1.6574,cosmos
14129,0.3055,cosmos
14132,3.2382,cosmos
14134,1.6069,cosmos
14136,0.5965,cosmos
14139,1.6105,cosmos
14140,0.2766,cosmos
14143,1.4697,cosmos
14146,2.6021,cosmos
14149,0.6097,cosmos
14153,2.9293,cosmos
14154,0.5816,cosmos
14155,0.9467,cosmos
14158,0.6361,cosmos
14161,3.5286,cosmos
14163,0.6884,cosmos
14165,0.5155,cosmos
14166,0.7325,cosmos
14167,0.6458,cosmos
14168,2.9661,cosmos
14169,0.5806,cosmos
14170,0.7755,cosmos
14171,4.252,cosmos
14172,0.5736,cosmos
14175,0.454,cosmos
14176,0.9149,cosmos
14177,0.2437,cosmos
14178,0.3477,cosmos
14179,0.5806,cosmos
14181,0.5322,cosmos
14186,2.0445,cosmos
14188,1.6436,cosmos
14191,2.4358,cosmos
14192,0.9327,cosmos
14194,3.4147,cosmos
14195,0.4699,cosmos
14196,1.8623,cosmos
14197,0.6138,cosmos
14199,1.5231,cosmos
14200,1.2955,cosmos
14201,1.0442,cosmos
14203,0.472,cosmos
14204,1.4106,cosmos
14205,2.6442,cosmos
14206,0.6003,cosmos
14207,2.3819,cosmos
14208,4.7314,cosmos
14209,0.6799,cosmos
14212,3.5537,cosmos
14214,0.7918,cosmos
14217,0.9045,cosmos
14220,1.8827,cosmos
14221,0.9086,cosmos
14223,0.6311,cosmos
14228,0.9455,cosmos
14229,1.781,cosmos
14230,3.351,cosmos
14231,1.1918,cosmos
14232,1.7161,cosmos
14235,3.3911,cosmos
